0,1,2,3,4,5,6
Profit & Loss account of Larsen & Toubro (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
,12 mths,12 mths,12 mths,12 mths,12 mths,
INCOME,,,,,,
Revenue From Operations [Gross],142509.01,125068.51,109204.03,100383.80,72036.49,
Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
Revenue From Operations [Net],142509.01,125068.51,109204.03,100383.80,72036.49,
Total Operating Revenues,142509.01,126235.85,110500.98,101000.41,73315.59,
Other Income,5669.21,5340.60,4034.95,3612.65,3435.44,
Total Revenue,148178.22,131576.45,114535.93,104613.06,76751.03,
EXPENSES,,,,,,
Cost Of Materials Consumed,15219.90,11621.48,13163.05,12590.86,5693.94,
Purchase Of Stock-In Trade,1409.90,1078.54,1076.29,1070.62,1226.68,
Operating And Direct Expenses,0.00,91121.19,79085.72,69848.24,51026.96,
"Changes In Inventories Of FG,WIP And Stock-In Trade",1089.23,411.83,-2930.73,-1944.37,342.53,
Employee Benefit Expenses,10380.08,8864.41,8298.22,7396.88,5485.38,
Finance Costs,2195.46,2405.83,2125.23,1754.24,2419.55,
Depreciation And Amortisation Expenses,1963.02,1751.01,1371.64,1172.50,1025.62,
Other Expenses,102821.65,3453.84,2513.81,2982.68,2273.95,
Total Expenses,135079.24,120708.13,104703.23,94871.65,69494.61,
"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",13098.98,10868.32,9832.70,9741.41,7256.42,
Exceptional Items,474.78,447.99,0.00,267.29,-2818.65,
Profit/Loss Before Tax,13573.76,11316.31,9832.70,10008.70,4437.77,
Tax Expenses-Continued Operations,,,,,,
Current Tax,2703.04,2205.00,2334.76,2405.17,1434.27,
Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
Deferred Tax,0.00,-193.02,-351.03,-275.92,317.01,
Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
Total Tax Expenses,2703.04,2011.98,1983.73,2129.25,1751.28,
Profit/Loss After Tax And Before ExtraOrdinary Items,10870.72,9304.33,7848.97,7879.45,2686.49,
Profit/Loss From Continuing Operations,10870.72,9304.33,7848.97,7879.45,2686.49,
Profit/Loss For The Period,10870.72,9304.33,7848.97,7879.45,11336.97,
OTHER ADDITIONAL INFORMATION,,,,,,
EARNINGS PER SHARE,,,,,,
Basic EPS (Rs.),79.06,66.95,55.85,56.09,80.74,
Diluted EPS (Rs.),79.00,66.89,55.81,56.03,80.65,
"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
"STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
Equity Share Dividend,0.00,843.39,3091.42,2528.38,2527.66,
Tax On Dividend,0.00,0.00,0.00,0.00,1123.23,
Equity Dividend Rate (%),1700.00,1700.00,1200.00,1100.00,1800.00,
