0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,
Net Sales/Income from operations,13432.00,13274.00,12615.00,11784.00,12077.00,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,13432.00,13274.00,12615.00,11784.00,12077.00,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,41.00,27.00,34.00,31.00,49.00,
Increase/Decrease in Stocks,-2.00,-1.00,2.00,14.00,6.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,5860.00,5648.00,5501.00,5405.00,5302.00,
depreciat,577.00,613.00,559.00,571.00,604.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3123.00,2613.00,2457.00,2636.00,2677.00,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3833.00,4374.00,4062.00,3127.00,3439.00,
Other Income,285.00,344.00,284.00,321.00,301.00,
"P/L Before Int., Excpt. Items & Tax",4118.00,4718.00,4346.00,3448.00,3740.00,
Interest,41.00,38.00,30.00,47.00,34.00,
P/L Before Exceptional Items & Tax,4077.00,4680.00,4316.00,3401.00,3706.00,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,4077.00,4680.00,4316.00,3401.00,3706.00,
Tax,1032.00,1154.00,1100.00,922.00,943.00,
P/L After Tax from Ordinary Activities,3045.00,3526.00,3216.00,2479.00,2763.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,3045.00,3526.00,3216.00,2479.00,2763.00,
Equity Share Capital,543.00,543.00,543.00,543.00,543.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,11.24,13.01,11.87,9.14,10.20,
Diluted EPS,11.23,13.00,11.86,9.14,10.18,
EPS After Extra Ordinary,,,,,,
Basic EPS.,11.24,13.01,11.87,9.14,10.20,
Diluted EPS.,11.23,13.00,11.86,9.14,10.18,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
