0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Jun '11,Mar '11,Dec '10,Sep '10,Jun '10,
Net Sales/Income from operations,1949.36,1697.73,1649.06,1498.32,1330.61,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,1949.36,1697.73,1649.06,1498.32,1330.61,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,831.12,830.92,830.23,766.82,619.88,
depreciat,76.25,69.54,72.15,73.43,73.43,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,615.41,498.58,451.11,453.18,397.76,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",426.58,298.69,295.57,204.89,239.54,
Other Income,47.12,37.86,38.53,42.02,35.61,
"P/L Before Int., Excpt. Items & Tax",473.70,336.55,334.10,246.91,275.15,
Interest,25.19,24.51,25.41,26.29,25.45,
P/L Before Exceptional Items & Tax,448.51,312.04,308.69,220.62,249.70,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,448.51,312.04,308.69,220.62,249.70,
Tax,62.92,52.02,22.72,25.74,11.88,
P/L After Tax from Ordinary Activities,385.59,260.02,285.97,194.88,237.82,
Prior Year Adjustments,--,71.79,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,385.59,331.81,285.97,194.88,237.82,
Equity Share Capital,137.74,137.15,136.81,136.00,135.76,
Reserves Excluding Revaluation Reserves,5720.41,5432.64,5195.10,4949.04,4798.09,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,5.61,4.84,4.19,2.87,3.51,
Diluted EPS,5.50,4.74,4.10,2.81,3.43,
EPS After Extra Ordinary,,,,,,
Basic EPS.,5.61,4.84,4.19,2.87,3.51,
Diluted EPS.,5.50,4.74,4.10,2.81,3.43,
Public Share Holding,,,,,,
No Of Shares (Crores),24.53,24.24,24.07,23.67,23.54,
Share Holding (%),35.63,35.35,35.19,34.80,34.68,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,44.33,44.33,44.33,44.33,44.34,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,64.37,64.65,64.81,65.20,65.32,
