0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,
Net Sales/Income from operations,6556.00,6485.00,6013.00,5711.00,5723.00,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,6556.00,6485.00,6013.00,5711.00,5723.00,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,77.00,21.00,10.00,35.00,34.00,
Increase/Decrease in Stocks,-8.00,-6.00,31.00,20.00,-1.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,2064.00,2008.00,1861.00,1836.00,1878.00,
depreciat,328.00,312.00,318.00,284.00,294.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1825.00,1773.00,1626.00,1433.00,1271.00,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2270.00,2377.00,2167.00,2103.00,2247.00,
Other Income,116.00,264.00,211.00,198.00,143.00,
"P/L Before Int., Excpt. Items & Tax",2386.00,2641.00,2378.00,2301.00,2390.00,
Interest,5.00,4.00,5.00,6.00,6.00,
P/L Before Exceptional Items & Tax,2381.00,2637.00,2373.00,2295.00,2384.00,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2381.00,2637.00,2373.00,2295.00,2384.00,
Tax,367.00,483.00,387.00,454.00,415.00,
P/L After Tax from Ordinary Activities,2014.00,2154.00,1986.00,1841.00,1969.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2014.00,2154.00,1986.00,1841.00,1969.00,
Equity Share Capital,271.25,279.00,278.45,278.45,278.41,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,14.81,15.47,14.26,13.22,14.14,
Diluted EPS,14.80,15.43,14.26,13.21,14.13,
EPS After Extra Ordinary,,,,,,
Basic EPS.,14.81,15.47,14.26,13.22,14.14,
Diluted EPS.,14.80,15.43,14.26,13.21,14.13,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
