0,1,2,3,4,5,6
Key Financial Ratios of Sun Pharmaceutical Industries (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,
Per Share Ratios,,,,,,
Basic EPS (Rs.),43.39,61.65,48.96,32.52,24.84,
Diluted EPS (Rs.),43.39,61.65,48.96,32.52,24.84,
Cash EPS (Rs.),46.74,64.50,51.67,34.91,27.03,
Book Value [ExclRevalReserve]/Share (Rs.),276.07,248.72,203.15,126.58,78.80,
Book Value [InclRevalReserve]/Share (Rs.),276.07,248.72,203.15,126.58,78.80,
Dividend / Share(Rs.),13.75,13.75,10.50,6.75,5.50,
Revenue from Operations/Share (Rs.),89.08,133.96,114.35,85.96,69.54,
PBDIT/Share (Rs.),49.13,65.52,53.75,35.97,29.11,
PBIT/Share (Rs.),45.77,62.68,51.05,33.57,26.91,
PBT/Share (Rs.),45.75,62.54,50.80,33.12,26.31,
Net Profit/Share (Rs.),43.39,61.65,48.96,32.52,24.84,
Profitability Ratios,,,,,,
PBDIT Margin (%),55.14,48.90,47.00,41.83,41.85,
PBIT Margin (%),51.38,46.78,44.63,39.05,38.70,
PBT Margin (%),51.35,46.68,44.42,38.52,37.83,
Net Profit Margin (%),48.70,46.02,42.81,37.82,35.71,
Return on Networth / Equity (%),15.71,24.78,24.10,25.68,31.51,
Return on Capital Employed (%),16.22,24.61,23.99,17.98,15.15,
Return on Assets (%),13.87,20.55,18.71,16.24,12.79,
Total Debt/Equity (X),0.01,0.00,0.02,0.44,1.19,
Asset Turnover Ratio (%),0.29,0.48,0.51,0.44,0.38,
Liquidity Ratios,,,,,,
Current Ratio (X),2.65,2.92,2.87,8.43,7.35,
Quick Ratio (X),1.75,2.40,2.49,7.14,6.50,
Inventory Turnover Ratio (X),1.49,1.69,1.78,1.80,1.96,
Dividend Payout Ratio (NP) (%),31.69,22.30,21.44,20.67,22.17,
Dividend Payout Ratio (CP) (%),29.41,21.31,20.32,19.25,20.37,
Earnings Retention Ratio (%),68.31,77.70,78.56,79.33,77.83,
Cash Earnings Retention Ratio (%),70.59,78.69,79.68,80.75,79.63,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),36908.42,21797.12,24534.86,20251.20,16608.91,
EV/Net Operating Revenue (X),20.00,7.86,10.36,12.18,12.86,
EV/EBITDA (X),36.27,16.06,22.04,29.11,30.72,
MarketCap/Net Operating Revenue (X),20.09,8.30,10.77,12.26,12.46,
Retention Ratios (%),68.30,77.69,78.55,79.32,77.82,
Price/BV (X),6.48,4.47,6.06,8.33,11.00,
Price/Net Operating Revenue,20.09,8.30,10.77,12.26,12.46,
Earnings Yield,0.02,0.06,0.04,0.03,0.03,
