0,1,2,3,4,5,6
Key Financial Ratios of Sun Pharmaceutical Industries (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
Per Share Ratios,,,,,,
Basic EPS (Rs.),-6.10,-13.70,5.00,16.40,13.40,
Diluted EPS (Rs.),-6.10,-13.70,5.00,16.40,13.40,
Cash EPS (Rs.),-3.93,-13.16,5.82,17.12,13.98,
Book Value [ExclRevalReserve]/Share (Rs.),109.78,35.77,75.21,76.07,64.51,
Book Value [InclRevalReserve]/Share (Rs.),109.78,35.77,75.21,76.07,64.51,
Dividend / Share(Rs.),3.00,1.50,5.00,4.25,3.50,
Revenue from Operations/Share (Rs.),38.71,13.66,23.49,38.78,30.01,
PBDIT/Share (Rs.),-1.68,0.94,7.24,20.30,14.67,
PBIT/Share (Rs.),-4.87,0.45,6.41,19.57,14.05,
PBT/Share (Rs.),-7.53,-13.52,6.40,16.67,14.04,
Net Profit/Share (Rs.),-7.12,-13.66,4.99,16.39,13.36,
Profitability Ratios,,,,,,
PBDIT Margin (%),-4.32,6.88,30.80,52.34,48.87,
PBIT Margin (%),-12.56,3.28,27.27,50.45,46.80,
PBT Margin (%),-19.44,-99.02,27.26,42.97,46.78,
Net Profit Margin (%),-18.38,-99.99,21.23,42.27,44.52,
Return on Networth / Equity (%),-6.48,-38.18,6.63,21.54,20.71,
Return on Capital Employed (%),-3.81,0.91,8.19,24.97,21.32,
Return on Assets (%),-3.93,-20.44,5.58,18.58,18.19,
Total Debt/Equity (X),0.24,0.33,0.01,0.01,0.01,
Asset Turnover Ratio (%),0.31,0.25,0.26,0.48,0.44,
Liquidity Ratios,,,,,,
Current Ratio (X),0.49,1.40,3.37,3.90,5.97,
Quick Ratio (X),0.30,1.15,2.61,3.27,5.18,
Inventory Turnover Ratio (X),1.46,1.00,0.94,1.51,1.21,
Dividend Payout Ratio (NP) (%),-48.97,-10.98,100.24,25.92,26.19,
Dividend Payout Ratio (CP) (%),-88.75,-11.39,85.95,24.82,25.03,
Earnings Retention Ratio (%),148.97,110.98,-0.24,74.08,73.81,
Cash Earnings Retention Ratio (%),188.75,111.39,14.05,75.18,74.97,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),216735.09,121019.78,84360.34,57690.01,44552.43,
EV/Net Operating Revenue (X),27.03,42.78,34.69,14.37,14.34,
EV/EBITDA (X),-624.52,621.16,112.59,27.45,29.33,
MarketCap/Net Operating Revenue (X),26.41,41.98,34.85,14.69,14.72,
Retention Ratios (%),148.97,110.98,-0.24,74.07,73.80,
Price/BV (X),9.31,16.03,10.88,7.49,6.85,
Price/Net Operating Revenue,26.41,41.98,34.85,14.69,14.72,
Earnings Yield,-0.01,-0.02,0.01,0.03,0.03,
