0,1,2,3,4,5,6
Key Financial Ratios of Sun Pharmaceutical Industries (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
Per Share Ratios,,,,,,
Basic EPS (Rs.),13.40,3.40,1.30,-0.10,-4.50,
Diluted EPS (Rs.),13.40,3.40,1.30,-0.10,-4.50,
Cash EPS (Rs.),15.72,5.71,3.30,1.66,-2.53,
Book Value [ExclRevalReserve]/Share (Rs.),101.68,95.21,93.04,87.58,89.27,
Book Value [InclRevalReserve]/Share (Rs.),101.68,95.21,93.04,87.58,89.27,
Dividend / Share(Rs.),4.00,2.75,2.00,3.50,1.00,
Revenue from Operations/Share (Rs.),52.23,42.94,37.54,32.03,31.64,
PBDIT/Share (Rs.),17.60,12.62,8.78,2.62,-0.01,
PBIT/Share (Rs.),15.26,10.31,6.75,0.86,-1.94,
PBT/Share (Rs.),13.56,3.00,1.17,-0.07,-4.44,
Net Profit/Share (Rs.),13.38,3.40,1.27,-0.10,-4.46,
Profitability Ratios,,,,,,
PBDIT Margin (%),33.69,29.38,23.38,8.18,-0.04,
PBIT Margin (%),29.21,24.01,17.97,2.69,-6.13,
PBT Margin (%),25.95,6.98,3.11,-0.21,-14.02,
Net Profit Margin (%),25.62,7.92,3.39,-0.29,-14.09,
Return on Networth / Equity (%),13.16,3.57,1.36,-0.10,-4.99,
Return on Capital Employed (%),13.45,10.12,6.68,0.90,-1.84,
Return on Assets (%),8.36,2.16,0.83,-0.06,-3.13,
Total Debt/Equity (X),0.24,0.26,0.30,0.23,0.26,
Asset Turnover Ratio (%),0.33,0.28,0.25,0.23,0.21,
Liquidity Ratios,,,,,,
Current Ratio (X),1.07,0.84,0.76,0.58,0.60,
Quick Ratio (X),0.83,0.63,0.59,0.37,0.36,
Inventory Turnover Ratio (X),1.18,1.11,0.99,1.00,0.93,
Dividend Payout Ratio (NP) (%),42.94,58.67,261.00,-1053.76,-22.42,
Dividend Payout Ratio (CP) (%),36.55,34.98,100.61,60.25,-39.49,
Earnings Retention Ratio (%),57.06,41.33,-161.00,1153.76,122.42,
Cash Earnings Retention Ratio (%),63.45,65.02,-0.61,39.75,139.49,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),89593.53,120496.23,125484.55,169644.26,202702.44,
EV/Net Operating Revenue (X),7.15,11.70,13.93,22.08,26.62,
EV/EBITDA (X),21.22,39.80,59.58,269.68,-64146.34,
MarketCap/Net Operating Revenue (X),6.74,11.16,13.20,21.47,25.90,
Retention Ratios (%),57.05,41.32,-161.00,1153.76,122.42,
Price/BV (X),3.46,5.03,5.32,7.85,9.18,
Price/Net Operating Revenue,6.74,11.16,13.20,21.47,25.90,
Earnings Yield,0.04,0.01,0.00,0.00,-0.01,
