0,1,2,3,4,5,6
Quarterly Results of Kotak Mahindra Bank (in Rs. Cr.),Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,4766.28,4459.20,4168.18,3924.45,3765.88,
(b) Income on Investment,1299.65,1196.77,1141.88,1113.03,960.78,
(c) Int. on balances With RBI,105.68,80.02,92.48,183.70,207.23,
others,78.72,74.91,77.16,102.19,75.31,
Other Income,963.88,1205.27,1164.59,1151.63,1039.82,
EXPENDITURE,,,,,,
Interest Expended,3311.25,3121.80,2896.80,2743.62,2615.48,
Employees Cost,836.99,745.24,720.42,766.44,734.21,
Other Expenses,1127.56,1054.16,994.54,946.99,879.28,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,1938.41,2094.97,2032.53,2017.95,1820.05,
Provisions And Contingencies,-32.30,353.80,469.63,306.91,212.77,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1970.71,1741.17,1562.90,1711.04,1607.28,
Tax,679.78,599.52,537.96,586.99,554.07,
P/L After Tax from Ordinary Activities,1290.93,1141.65,1024.94,1124.05,1053.21,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1290.93,1141.65,1024.94,1124.05,1053.21,
Equity Share Capital,953.77,953.50,953.07,952.82,952.35,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,6.77,5.99,5.38,5.90,5.53,
Diluted EPS,6.76,5.98,5.37,5.89,5.52,
EPS After Extra Ordinary,,,,,,
Basic EPS.,6.77,5.99,5.38,5.90,5.53,
Diluted EPS.,6.76,5.98,5.37,5.89,5.52,
NPA Ratios :,,,,,,
i) Gross NPA,4128.68,4033.07,3899.45,3825.38,3714.99,
ii) Net NPA,1397.27,1500.76,1527.14,1665.05,1727.96,
i) % of Gross NPA,2.07,2.15,2.17,2.22,2.31,
ii) % of Net NPA,0.71,0.81,0.86,0.98,1.09,
Return on Assets %,0.45,0.41,0.39,0.43,0.44,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,201812,201809,201806,201803,201712,
