0,1,2,3,4,5,6
Quarterly Results of Kotak Mahindra Bank (in Rs. Cr.),Sep '12,Jun '12,Mar '12,Dec '11,Sep '11,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,1484.34,1393.85,1359.71,1306.48,1159.08,
(b) Income on Investment,428.38,418.83,381.28,333.82,304.90,
(c) Int. on balances With RBI,10.24,2.20,2.04,0.60,0.55,
others,0.74,0.95,1.81,0.08,0.12,
Other Income,250.80,241.15,254.23,281.96,212.49,
EXPENDITURE,,,,,,
Interest Expended,1165.57,1094.53,1057.10,989.53,859.19,
Employees Cost,242.77,256.55,224.83,226.01,215.16,
Other Expenses,283.95,257.53,271.82,263.79,222.78,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,482.21,448.38,445.32,443.61,380.01,
Provisions And Contingencies,70.62,34.14,4.63,30.72,-2.36,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,411.59,414.24,440.69,412.89,382.37,
Tax,131.21,131.79,143.77,136.81,122.36,
P/L After Tax from Ordinary Activities,280.38,282.45,296.93,276.08,260.01,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,280.38,282.45,296.93,276.08,260.01,
Equity Share Capital,371.65,371.24,370.35,369.78,369.32,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,15.40,16.57,17.52,16.87,17.80,
EPS Before Extra Ordinary,,,,,,
Basic EPS,3.77,3.81,4.01,3.74,3.52,
Diluted EPS,3.75,3.79,3.99,3.72,3.50,
EPS After Extra Ordinary,,,,,,
Basic EPS.,3.77,3.81,4.01,3.74,3.52,
Diluted EPS.,3.75,3.79,3.99,3.72,3.50,
NPA Ratios :,,,,,,
i) Gross NPA,739.87,684.68,614.19,609.70,609.07,
ii) Net NPA,341.07,340.25,237.38,223.69,210.05,
i) % of Gross NPA,1.61,1.60,1.56,1.52,1.61,
ii) % of Net NPA,0.75,0.80,0.61,0.56,0.56,
Return on Assets %,0.39,0.42,0.46,0.45,0.45,
Public Share Holding,,,,,,
No Of Shares (Crores),40.76,40.68,40.50,40.38,40.29,
Share Holding (%),54.84,54.79,54.68,54.60,54.54,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,33.57,33.57,33.57,33.58,33.58,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,45.16,45.21,45.32,45.40,45.46,
yrc,201209,201206,201203,201112,201109,
