0,1,2,3,4,5,6
Quarterly Results of Larsen & Toubro (in Rs. Cr.),Sep '12,Jun '12,Mar '12,Dec '11,Sep '11,
Net Sales/Income from operations,13195.23,11955.35,18460.90,13998.58,11245.24,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,13195.23,11955.35,18460.90,13998.58,11245.24,
EXPENDITURE,,,,,,
Consumption of Raw Materials,3191.01,3720.05,3313.73,3773.22,3090.61,
Purchase of Traded Goods,437.12,501.66,761.96,486.01,443.53,
Increase/Decrease in Stocks,-875.06,-511.51,117.04,-234.99,-129.84,
Power & Fuel,--,--,--,--,--,
Employees Cost,1300.52,947.43,975.44,886.80,1104.09,
depreciat,203.96,191.94,180.36,180.34,170.90,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,524.68,--,--,744.57,586.45,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,7211.58,6210.73,10731.97,6999.86,4976.35,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1201.42,895.05,2380.40,1162.77,1003.15,
Other Income,329.39,605.84,314.20,448.71,363.17,
"P/L Before Int., Excpt. Items & Tax",1530.81,1500.89,2694.60,1611.48,1366.32,
Interest,235.02,228.41,121.09,190.71,197.01,
P/L Before Exceptional Items & Tax,1295.79,1272.48,2573.51,1420.77,1169.31,
Exceptional Items,214.29,-38.34,55.00,--,--,
P/L Before Tax,1510.08,1234.14,2628.51,1420.77,1169.31,
Tax,425.66,370.49,708.10,429.22,370.92,
P/L After Tax from Ordinary Activities,1084.42,863.65,1920.41,991.55,798.39,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,52.89,--,--,--,--,
Net Profit/(Loss) For the Period,1137.31,863.65,1920.41,991.55,798.39,
Equity Share Capital,122.76,122.56,122.48,122.37,122.23,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,17.67,14.10,31.37,16.21,13.07,
Diluted EPS,17.54,14.00,31.14,16.11,12.94,
EPS After Extra Ordinary,,,,,,
Basic EPS.,18.54,14.10,31.37,16.21,13.07,
Diluted EPS.,18.39,14.00,31.14,16.11,12.94,
Public Share Holding,,,,,,
No Of Shares (Crores),59.41,59.33,59.33,59.24,58.52,
Share Holding (%),96.79,96.82,96.88,96.83,95.76,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
