0,1,2,3,4,5,6
Key Financial Ratios of Larsen & Toubro (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
Per Share Ratios,,,,,,
Basic EPS (Rs.),79.06,66.95,55.85,56.09,80.74,
Diluted EPS (Rs.),79.00,66.89,55.81,56.03,80.65,
Cash EPS (Rs.),93.32,80.42,65.60,64.42,88.02,
Book Value [ExclRevalReserve]/Share (Rs.),522.80,468.60,508.91,477.66,430.13,
Book Value [InclRevalReserve]/Share (Rs.),522.80,468.60,508.91,477.66,430.13,
Dividend / Share(Rs.),34.00,34.00,24.00,22.00,36.00,
Revenue from Operations/Share (Rs.),1036.28,918.31,786.20,718.84,521.99,
PBDIT/Share (Rs.),125.49,109.30,94.84,90.16,76.19,
PBIT/Share (Rs.),111.22,96.56,85.08,81.82,68.89,
PBT/Share (Rs.),98.70,82.32,69.96,71.23,31.60,
Net Profit/Share (Rs.),79.05,67.69,55.84,56.08,80.72,
Profitability Ratios,,,,,,
PBDIT Margin (%),12.10,11.90,12.06,12.54,14.59,
PBIT Margin (%),10.73,10.51,10.82,11.38,13.19,
PBT Margin (%),9.52,8.96,8.89,9.90,6.05,
Net Profit Margin (%),7.62,7.37,7.10,7.80,15.46,
Return on Networth / Equity (%),15.12,14.44,10.97,11.74,18.76,
Return on Capital Employed (%),18.58,17.18,14.63,14.20,12.55,
Return on Assets (%),5.83,5.30,4.55,4.67,7.66,
Total Debt/Equity (X),0.31,0.35,0.25,0.30,0.39,
Asset Turnover Ratio (%),0.79,0.73,0.65,0.64,0.51,
Liquidity Ratios,,,,,,
Current Ratio (X),1.27,1.27,1.37,1.39,1.46,
Quick Ratio (X),1.24,1.24,1.34,1.36,1.42,
Inventory Turnover Ratio (X),4.40,3.34,4.01,4.20,2.02,
Dividend Payout Ratio (NP) (%),0.00,9.06,39.38,32.08,22.29,
Dividend Payout Ratio (CP) (%),0.00,7.62,33.52,27.93,20.44,
Earnings Retention Ratio (%),0.00,90.94,60.62,67.92,77.71,
Cash Earnings Retention Ratio (%),0.00,92.38,66.48,72.07,79.56,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),497670.59,536577.94,317837.06,262135.34,219259.78,
EV/Net Operating Revenue (X),3.49,4.25,2.88,2.60,2.99,
EV/EBITDA (X),28.84,35.71,23.84,20.69,20.49,
MarketCap/Net Operating Revenue (X),3.37,4.11,2.75,2.46,2.72,
Retention Ratios (%),0.00,90.93,60.61,67.91,77.70,
Price/BV (X),6.68,8.05,4.25,3.70,3.30,
Price/Net Operating Revenue,3.37,4.11,2.75,2.46,2.72,
Earnings Yield,0.02,0.02,0.03,0.03,0.06,
