0,1,2,3,4,5,6
Key Financial Ratios of Larsen & Toubro (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
Per Share Ratios,,,,,,
Basic EPS (Rs.),54.46,59.36,79.99,72.92,65.33,
Diluted EPS (Rs.),54.10,59.00,79.33,72.23,64.35,
Cash EPS (Rs.),65.24,67.81,93.10,84.19,74.85,
Book Value [ExclRevalReserve]/Share (Rs.),398.78,362.96,473.23,411.53,358.45,
Book Value [InclRevalReserve]/Share (Rs.),398.95,363.17,473.56,411.87,358.81,
Dividend / Share(Rs.),16.25,14.25,18.50,16.50,14.50,
Revenue from Operations/Share (Rs.),613.39,610.63,989.17,868.23,721.13,
PBDIT/Share (Rs.),94.36,92.22,134.19,124.44,111.47,
PBIT/Share (Rs.),83.51,83.67,120.89,113.02,101.63,
PBT/Share (Rs.),72.09,78.41,107.78,103.04,95.76,
Net Profit/Share (Rs.),54.39,59.26,79.80,72.77,65.01,
Profitability Ratios,,,,,,
PBDIT Margin (%),15.38,15.10,13.56,14.33,15.45,
PBIT Margin (%),13.61,13.70,12.22,13.01,14.09,
PBT Margin (%),11.75,12.84,10.89,11.86,13.27,
Net Profit Margin (%),8.86,9.70,8.06,8.38,9.01,
Return on Networth / Equity (%),13.63,16.32,16.86,17.68,18.13,
Return on Capital Employed (%),10.89,13.75,13.11,14.22,14.23,
Return on Assets (%),5.81,7.01,6.80,6.58,6.93,
Total Debt/Equity (X),0.33,0.28,0.27,0.33,0.29,
Asset Turnover Ratio (%),65.60,72.28,84.34,78.61,76.87,
Liquidity Ratios,,,,,,
Current Ratio (X),1.44,1.33,1.41,1.27,1.33,
Quick Ratio (X),1.39,1.28,1.35,1.22,1.28,
Inventory Turnover Ratio (X),25.83,28.55,29.49,29.93,27.84,
Dividend Payout Ratio (NP) (%),29.87,24.04,23.18,22.67,22.30,
Dividend Payout Ratio (CP) (%),24.90,21.01,19.87,19.59,19.37,
Earnings Retention Ratio (%),70.13,75.96,76.82,77.33,77.70,
Cash Earnings Retention Ratio (%),75.10,78.99,80.13,80.41,80.63,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),170573.53,125533.25,90545.85,86520.15,105260.16,
EV/Net Operating Revenue (X),2.99,2.22,1.49,1.63,2.40,
EV/EBITDA (X),19.45,14.69,10.96,11.35,15.51,
MarketCap/Net Operating Revenue (X),2.80,2.08,1.38,1.51,2.29,
Retention Ratios (%),70.12,75.95,76.81,77.32,77.69,
Price/BV (X),4.31,3.51,2.88,3.18,4.61,
Price/Net Operating Revenue,2.80,2.08,1.38,1.51,2.29,
Earnings Yield,0.03,0.05,0.06,0.06,0.04,
