0,1,2,3,4,5,6
Key Financial Ratios of Larsen & Toubro (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
Per Share Ratios,,,,,,
Basic EPS (Rs.),47.59,53.43,38.46,39.00,57.07,
Diluted EPS (Rs.),47.53,53.34,38.37,38.86,56.80,
Cash EPS (Rs.),54.85,60.53,45.93,71.48,67.74,
Book Value [ExclRevalReserve]/Share (Rs.),371.65,356.79,349.79,491.55,436.96,
Book Value [InclRevalReserve]/Share (Rs.),371.65,356.79,349.79,491.55,437.13,
Dividend / Share(Rs.),18.00,18.00,16.00,21.00,18.25,
Revenue from Operations/Share (Rs.),586.82,586.62,531.36,704.47,641.76,
PBDIT/Share (Rs.),68.71,73.89,66.46,89.99,92.07,
PBIT/Share (Rs.),61.44,66.76,58.97,76.97,81.35,
PBT/Share (Rs.),49.76,65.72,51.82,72.44,71.81,
Net Profit/Share (Rs.),47.58,53.41,38.44,58.46,57.02,
Profitability Ratios,,,,,,
PBDIT Margin (%),11.70,12.59,12.50,12.77,14.34,
PBIT Margin (%),10.46,11.38,11.09,10.92,12.67,
PBT Margin (%),8.47,11.20,9.75,10.28,11.18,
Net Profit Margin (%),8.10,9.10,7.23,8.29,8.88,
Return on Networth / Equity (%),12.80,14.96,10.99,11.89,13.04,
Return on Capital Employed (%),14.33,17.21,14.95,13.36,10.66,
Return on Assets (%),4.71,6.00,4.65,5.33,5.47,
Total Debt/Equity (X),0.49,0.24,0.20,0.21,0.30,
Asset Turnover Ratio (%),0.62,66.00,64.40,64.28,61.58,
Liquidity Ratios,,,,,,
Current Ratio (X),1.18,1.30,1.32,1.44,1.40,
Quick Ratio (X),1.14,1.25,1.28,1.41,1.36,
Inventory Turnover Ratio (X),1.79,24.57,29.78,37.28,31.66,
Dividend Payout Ratio (NP) (%),21.01,0.00,0.00,0.00,32.00,
Dividend Payout Ratio (CP) (%),18.23,0.00,0.00,0.00,26.93,
Earnings Retention Ratio (%),78.99,0.00,0.00,0.00,68.00,
Cash Earnings Retention Ratio (%),81.77,0.00,0.00,0.00,73.07,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),135120.58,198517.33,189149.97,153093.25,123829.26,
EV/Net Operating Revenue (X),1.64,2.41,2.54,2.33,2.07,
EV/EBITDA (X),14.01,19.15,20.31,18.23,14.44,
MarketCap/Net Operating Revenue (X),1.37,2.36,2.47,2.24,1.90,
Retention Ratios (%),78.98,0.00,0.00,0.00,67.99,
Price/BV (X),2.17,3.88,3.75,3.21,2.78,
Price/Net Operating Revenue,1.37,2.36,2.47,2.24,1.90,
Earnings Yield,0.06,0.04,0.03,0.04,0.05,
