0,1,2,3,4,5,6
Profit & Loss account of Bajaj Finserv (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
,12 mths,12 mths,12 mths,12 mths,12 mths,
INCOME,,,,,,
Revenue From Operations [Gross],779.86,423.05,241.90,153.90,242.32,
Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
Revenue From Operations [Net],779.86,423.05,241.90,153.90,242.32,
Total Operating Revenues,779.86,423.05,241.90,153.90,242.32,
Other Income,35.30,25.51,10.36,11.10,9.13,
Total Revenue,815.16,448.56,252.26,165.00,251.45,
EXPENSES,,,,,,
Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,
Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
Employee Benefit Expenses,84.72,53.53,26.91,20.35,17.05,
Finance Costs,0.00,0.00,0.00,0.00,0.00,
Depreciation And Amortisation Expenses,2.90,1.55,1.36,1.46,1.38,
Other Expenses,45.66,67.49,56.78,39.19,38.21,
Total Expenses,133.28,122.57,85.05,61.00,56.64,
"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",681.88,325.99,167.21,104.00,194.81,
Exceptional Items,0.00,0.00,0.00,0.00,0.00,
Profit/Loss Before Tax,681.88,325.99,167.21,104.00,194.81,
Tax Expenses-Continued Operations,,,,,,
Current Tax,13.94,18.02,27.60,35.23,32.30,
Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
Deferred Tax,1.08,0.80,-2.01,-1.25,-0.62,
Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
Total Tax Expenses,15.02,18.82,25.59,33.98,31.68,
Profit/Loss After Tax And Before ExtraOrdinary Items,666.86,307.17,141.62,70.02,163.13,
Profit/Loss From Continuing Operations,666.86,307.17,141.62,70.02,163.13,
Profit/Loss For The Period,666.86,307.17,141.62,70.02,163.13,
OTHER ADDITIONAL INFORMATION,,,,,,
EARNINGS PER SHARE,,,,,,
Basic EPS (Rs.),41.90,19.30,8.90,4.40,10.30,
Diluted EPS (Rs.),41.90,19.30,8.90,4.40,10.30,
"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
"STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
Equity Share Dividend,119.36,27.85,27.85,0.00,27.85,
Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
Equity Dividend Rate (%),100.00,50.00,35.00,35.00,35.00,
