0,1,2,3,4,5,6
Cash Flow of Sun Pharmaceutical Industries (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
,12 mths,12 mths,12 mths,12 mths,12 mths,
Net Profit/Loss Before Extraordinary Items And Tax,3253.00,719.45,280.25,-16.80,-1067.91,
Net CashFlow From Operating Activities,1305.85,1242.18,-1171.23,-1621.00,-1244.45,
Net Cash Used In Investing Activities,1479.29,433.69,1391.62,2381.38,3630.19,
Net Cash Used From Financing Activities,-2871.15,-1468.59,-272.10,-752.99,-2425.12,
Foreign Exchange Gains / Losses,3.75,-2.32,1.99,-0.86,0.52,
Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,
Net Inc/Dec In Cash And Cash Equivalents,-82.26,204.96,-49.72,6.53,-38.86,
Cash And Cash Equivalents Begin of Year,302.76,97.80,147.52,140.99,193.20,
Cash And Cash Equivalents End Of Year,220.50,302.76,97.80,147.52,154.34,
