0,1,2,3,4,5,6
Cash Flow of Sun Pharmaceutical Industries (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
,12 mths,12 mths,12 mths,12 mths,12 mths,
Net Profit/Loss Before Extraordinary Items And Tax,-1558.97,-2801.09,663.03,1725.83,1453.98,
Net CashFlow From Operating Activities,148.59,-2405.06,106.48,1339.18,1223.34,
Net Cash Used In Investing Activities,2152.81,519.14,460.54,-773.69,-1062.69,
Net Cash Used From Financing Activities,-2674.09,1742.10,-508.99,-420.21,-311.58,
Foreign Exchange Gains / Losses,1.64,-1.67,-4.94,3.06,-1.94,
Adjustments On Amalgamation Merger Demerger Others,487.93,0.00,0.00,0.00,0.00,
Net Inc/Dec In Cash And Cash Equivalents,116.88,-145.49,53.09,148.34,-152.87,
Cash And Cash Equivalents Begin of Year,76.32,221.81,168.72,20.38,173.25,
Cash And Cash Equivalents End Of Year,193.20,76.32,221.81,168.72,20.38,
