0,1,2,3,4,5,6
Quarterly Results of Wipro (in Rs. Cr.),Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,
Net Sales/Income from operations,16941.80,16255.60,15585.60,15278.70,14720.00,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,16941.80,16255.60,15585.60,15278.70,14720.00,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,113.20,139.60,94.60,180.80,88.90,
Increase/Decrease in Stocks,-10.80,-41.90,6.50,-30.80,5.50,
Power & Fuel,--,--,--,--,--,
Employees Cost,9517.90,8684.70,8389.70,8004.60,7755.70,
depreciat,405.20,394.90,395.00,377.80,357.90,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,45.40,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,4276.10,4378.60,3778.30,3976.20,3801.50,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2640.20,2699.70,2876.10,2770.10,2710.50,
Other Income,450.30,389.70,3332.60,462.60,529.20,
"P/L Before Int., Excpt. Items & Tax",3090.50,3089.40,6208.70,3232.70,3239.70,
Interest,134.90,145.70,119.20,100.10,104.90,
P/L Before Exceptional Items & Tax,2955.60,2943.70,6089.50,3132.60,3134.80,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2955.60,2943.70,6089.50,3132.60,3134.80,
Tax,672.70,727.10,610.70,667.60,747.40,
P/L After Tax from Ordinary Activities,2282.90,2216.60,5478.80,2465.00,2387.40,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2282.90,2216.60,5478.80,2465.00,2387.40,
Equity Share Capital,1097.10,1096.50,1096.40,1096.20,1096.20,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,4.17,4.05,10.02,4.51,4.37,
Diluted EPS,4.16,4.04,9.99,4.50,4.36,
EPS After Extra Ordinary,,,,,,
Basic EPS.,4.17,4.05,10.02,4.51,4.37,
Diluted EPS.,4.16,4.04,9.99,4.50,4.36,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
