0,1,2,3,4,5,6
Quarterly Results of Wipro (in Rs. Cr.),Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,
Net Sales/Income from operations,11050.50,11152.80,11220.00,11378.30,11453.80,
Other Operating Income,--,--,408.20,--,--,
Total Income From Operations,11050.50,11152.80,11628.20,11378.30,11453.80,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,206.70,523.90,376.40,556.80,551.90,
Increase/Decrease in Stocks,25.70,52.00,177.00,-35.30,78.20,
Power & Fuel,--,--,--,--,--,
Employees Cost,5377.00,5361.40,5427.10,5320.50,5568.80,
depreciat,259.30,251.20,265.20,281.70,259.70,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3031.80,2892.70,2991.80,3179.50,3033.00,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2150.00,2071.60,2390.70,2075.10,1962.20,
Other Income,714.10,625.80,638.80,639.80,647.80,
"P/L Before Int., Excpt. Items & Tax",2864.10,2697.40,3029.50,2714.90,2610.00,
Interest,104.00,89.90,24.40,142.70,95.30,
P/L Before Exceptional Items & Tax,2760.10,2607.50,3005.10,2572.20,2514.70,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2760.10,2607.50,3005.10,2572.20,2514.70,
Tax,625.80,580.70,701.60,653.70,582.60,
P/L After Tax from Ordinary Activities,2134.30,2026.80,2303.50,1918.50,1932.10,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2134.30,2026.80,2303.50,1918.50,1932.10,
Equity Share Capital,973.30,973.20,486.10,486.10,486.10,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,4.40,4.18,9.53,7.94,7.98,
Diluted EPS,4.40,4.18,9.50,7.92,7.96,
EPS After Extra Ordinary,,,,,,
Basic EPS.,4.40,4.18,9.53,7.94,7.98,
Diluted EPS.,4.40,4.18,9.50,7.92,7.96,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
