0,1,2,3,4,5,6
Key Financial Ratios of Bajaj Finserv (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
Per Share Ratios,,,,,,
Basic EPS (Rs.),9.80,7.30,4.60,26.70,11.20,
Diluted EPS (Rs.),9.70,7.30,4.60,26.60,11.20,
Cash EPS (Rs.),9.79,7.36,4.62,26.92,11.53,
Book Value [ExclRevalReserve]/Share (Rs.),52.46,41.21,32.95,274.49,238.84,
Book Value [InclRevalReserve]/Share (Rs.),52.46,41.21,32.95,274.49,238.84,
Dividend / Share(Rs.),1.00,1.00,0.80,4.00,3.00,
Revenue from Operations/Share (Rs.),14.17,10.66,6.76,39.20,20.34,
PBDIT/Share (Rs.),12.87,9.66,6.14,35.66,15.70,
PBIT/Share (Rs.),12.84,9.64,6.12,35.39,15.40,
PBT/Share (Rs.),12.84,9.64,6.12,35.39,15.40,
Net Profit/Share (Rs.),9.77,7.34,4.60,26.66,11.23,
Profitability Ratios,,,,,,
PBDIT Margin (%),90.80,90.64,90.83,90.96,77.15,
PBIT Margin (%),90.61,90.44,90.53,90.28,75.71,
PBT Margin (%),90.61,90.44,90.53,90.28,75.71,
Net Profit Margin (%),68.92,68.85,68.04,68.00,55.22,
Return on Networth / Equity (%),18.62,17.81,13.95,9.71,4.70,
Return on Capital Employed (%),24.24,23.29,18.46,12.80,6.39,
Return on Assets (%),18.28,17.59,13.77,9.55,4.62,
Total Debt/Equity (X),0.00,0.00,0.00,0.00,0.00,
Asset Turnover Ratio (%),0.30,0.28,0.22,0.15,8.36,
Liquidity Ratios,,,,,,
Current Ratio (X),110.73,122.59,126.96,105.63,107.24,
Quick Ratio (X),110.73,122.59,126.96,105.63,107.24,
Inventory Turnover Ratio (X),0.00,0.00,0.00,0.00,0.00,
Dividend Payout Ratio (NP) (%),0.00,10.89,8.68,11.25,0.00,
Dividend Payout Ratio (CP) (%),0.00,10.85,8.65,11.14,0.00,
Earnings Retention Ratio (%),0.00,89.11,91.32,88.75,0.00,
Cash Earnings Retention Ratio (%),0.00,89.15,91.35,88.86,0.00,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),320263.51,261992.72,201671.19,271345.87,153728.70,
EV/Net Operating Revenue (X),141.55,154.18,187.34,434.97,474.87,
EV/EBITDA (X),155.88,170.08,206.25,478.19,615.46,
MarketCap/Net Operating Revenue (X),141.55,154.19,187.35,435.00,475.25,
Retention Ratios (%),0.00,89.10,91.31,88.74,0.00,
Price/BV (X),38.24,39.89,38.43,62.12,40.48,
Price/Net Operating Revenue,141.55,154.19,187.35,435.00,475.26,
Earnings Yield,0.00,0.00,0.00,0.00,0.00,
