0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,
Net Sales/Income from operations,31860.00,35535.10,30845.20,30821.80,27849.20,
Other Operating Income,1448.70,1527.00,1481.70,1226.20,1195.10,
Total Income From Operations,33308.70,37062.10,32326.90,32048.00,29044.30,
EXPENDITURE,,,,,,
Consumption of Raw Materials,11095.00,12257.10,10483.10,10981.70,10212.50,
Purchase of Traded Goods,12524.80,14727.00,13148.20,12541.00,11078.30,
Increase/Decrease in Stocks,-2.20,-815.10,-99.60,-35.30,-185.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,1338.60,1312.70,1460.90,1113.00,1201.00,
depreciat,751.70,794.10,747.50,739.20,710.10,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,4444.60,4796.20,4351.30,4097.30,3904.40,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3156.20,3990.10,2235.50,2611.10,2123.00,
Other Income,933.00,843.60,1001.20,742.80,860.80,
"P/L Before Int., Excpt. Items & Tax",4089.20,4833.70,3236.70,3353.90,2983.80,
Interest,35.40,35.10,46.50,99.10,29.60,
P/L Before Exceptional Items & Tax,4053.80,4798.60,3190.20,3254.80,2954.20,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,4053.80,4798.60,3190.20,3254.80,2954.20,
Tax,923.80,1082.10,705.10,631.20,602.90,
P/L After Tax from Ordinary Activities,3130.00,3716.50,2485.10,2623.60,2351.30,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,3130.00,3716.50,2485.10,2623.60,2351.30,
Equity Share Capital,157.20,151.00,151.00,151.00,151.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,101.90,123.03,82.27,86.85,77.84,
Diluted EPS,101.90,123.03,82.27,86.85,77.84,
EPS After Extra Ordinary,,,,,,
Basic EPS.,101.90,123.03,82.27,86.85,77.84,
Diluted EPS.,101.90,123.03,82.27,86.85,77.84,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
