0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Net Sales/Income from operations,13272.55,12263.14,11996.33,11073.51,11818.13,
Other Operating Income,352.29,312.63,307.45,296.13,283.26,
Total Income From Operations,13624.84,12575.77,12303.78,11369.64,12101.39,
EXPENDITURE,,,,,,
Consumption of Raw Materials,8642.12,7887.46,8566.99,7702.09,8066.32,
Purchase of Traded Goods,684.20,655.42,695.31,630.26,651.63,
Increase/Decrease in Stocks,-103.57,283.19,-487.44,-148.04,160.30,
Power & Fuel,--,--,--,--,--,
Employees Cost,508.20,375.02,369.82,353.51,401.01,
depreciat,660.00,627.84,598.85,583.64,563.69,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1729.60,1782.09,1638.26,1503.62,1574.60,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1504.29,964.75,921.99,744.56,683.84,
Other Income,319.90,128.95,193.25,296.53,406.62,
"P/L Before Int., Excpt. Items & Tax",1824.19,1093.70,1115.24,1041.09,1090.46,
Interest,102.66,30.02,34.79,38.55,43.43,
P/L Before Exceptional Items & Tax,1721.53,1063.68,1080.45,1002.54,1047.03,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1721.53,1063.68,1080.45,1002.54,1047.03,
Tax,437.29,261.52,217.91,240.26,246.98,
P/L After Tax from Ordinary Activities,1284.24,802.16,862.54,762.28,800.05,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1284.24,802.16,862.54,762.28,800.05,
Equity Share Capital,151.04,151.04,151.04,151.04,151.04,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),500.00,--,--,--,240.00,
EPS Before Extra Ordinary,,,,,,
Basic EPS,42.51,26.55,28.55,25.23,26.48,
Diluted EPS,42.51,26.55,28.55,25.23,26.48,
EPS After Extra Ordinary,,,,,,
Basic EPS.,42.51,26.55,28.55,25.23,26.48,
Diluted EPS.,42.51,26.55,28.55,25.23,26.48,
Public Share Holding,,,,,,
No Of Shares (Crores),13.23,13.23,13.23,13.23,13.23,
Share Holding (%),43.79,43.79,43.79,43.79,43.79,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,16.98,16.98,16.98,16.98,16.98,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,56.21,56.21,56.21,56.21,56.21,
