0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,
Net Sales/Income from operations,28543.50,25286.30,25514.00,22187.60,19297.80,
Other Operating Income,1387.30,1213.50,1226.00,1058.40,1241.10,
Total Income From Operations,29930.80,26499.80,26740.00,23246.00,20538.90,
EXPENDITURE,,,,,,
Consumption of Raw Materials,13238.10,12237.70,11937.20,10042.50,9215.80,
Purchase of Traded Goods,8796.40,7561.50,7871.00,7078.30,6502.30,
Increase/Decrease in Stocks,-154.40,-29.00,-141.50,382.30,-141.10,
Power & Fuel,--,--,--,--,--,
Employees Cost,1132.70,1158.40,1025.80,969.90,962.20,
depreciat,722.60,651.40,647.20,640.00,756.10,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,4149.10,3659.10,3620.70,3214.00,3144.80,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2046.30,1260.70,1779.60,919.00,98.80,
Other Income,612.50,88.50,474.40,328.00,522.70,
"P/L Before Int., Excpt. Items & Tax",2658.80,1349.20,2254.00,1247.00,621.50,
Interest,30.50,27.40,56.00,25.20,22.50,
P/L Before Exceptional Items & Tax,2628.30,1321.80,2198.00,1221.80,599.00,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2628.30,1321.80,2198.00,1221.80,599.00,
Tax,566.80,309.00,359.10,210.50,123.70,
P/L After Tax from Ordinary Activities,2061.50,1012.80,1838.90,1011.30,475.30,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2061.50,1012.80,1838.90,1011.30,475.30,
Equity Share Capital,151.00,151.00,151.00,151.00,151.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,68.24,33.53,60.87,33.48,15.73,
Diluted EPS,68.24,33.53,60.87,33.48,15.73,
EPS After Extra Ordinary,,,,,,
Basic EPS.,68.24,33.53,60.87,33.48,15.73,
Diluted EPS.,68.24,33.53,60.87,33.48,15.73,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
