0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,
Net Sales/Income from operations,17770.70,22958.60,22236.70,17689.30,3677.50,
Other Operating Income,--,1065.10,1221.10,1055.20,429.00,
Total Income From Operations,17770.70,24023.70,23457.80,18744.50,4106.50,
EXPENDITURE,,,,,,
Consumption of Raw Materials,8543.20,12066.20,11043.10,8862.30,1325.30,
Purchase of Traded Goods,4938.90,6050.50,5754.20,4514.40,928.10,
Increase/Decrease in Stocks,-191.60,-365.80,218.30,-262.40,683.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,1064.30,900.30,945.50,826.80,730.30,
depreciat,743.20,741.00,741.30,765.90,783.30,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2594.80,3381.40,3270.60,2869.80,1303.20,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",77.90,1250.10,1484.80,1167.70,-1646.70,
Other Income,507.80,89.80,993.70,602.50,1318.30,
"P/L Before Int., Excpt. Items & Tax",585.70,1339.90,2478.50,1770.20,-328.40,
Interest,22.20,32.40,28.70,22.40,17.30,
P/L Before Exceptional Items & Tax,563.50,1307.50,2449.80,1747.80,-345.70,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,563.50,1307.50,2449.80,1747.80,-345.70,
Tax,122.70,141.40,508.40,376.20,-96.30,
P/L After Tax from Ordinary Activities,440.80,1166.10,1941.40,1371.60,-249.40,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,440.80,1166.10,1941.40,1371.60,-249.40,
Equity Share Capital,151.00,151.00,151.00,151.00,151.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,14.59,38.60,64.27,45.41,-8.26,
Diluted EPS,14.59,38.60,64.27,45.41,-8.26,
EPS After Extra Ordinary,,,,,,
Basic EPS.,14.59,38.60,64.27,45.41,-8.26,
Diluted EPS.,14.59,38.60,64.27,45.41,-8.26,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
