0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,
Net Sales/Income from operations,17185.70,19649.10,16120.40,18735.20,20737.50,
Other Operating Income,1013.00,1057.70,864.90,984.60,721.90,
Total Income From Operations,18198.70,20706.80,16985.30,19719.80,21459.40,
EXPENDITURE,,,,,,
Consumption of Raw Materials,8313.60,8410.60,8371.00,9541.40,9673.70,
Purchase of Traded Goods,4771.50,5675.00,4405.50,4744.60,4847.70,
Increase/Decrease in Stocks,-293.70,927.40,-677.10,-194.70,902.20,
Power & Fuel,--,--,--,--,--,
Employees Cost,819.40,867.00,838.40,859.10,816.90,
depreciat,823.00,858.00,926.10,918.60,810.20,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3041.50,2724.70,2441.20,2721.60,2955.50,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",723.40,1244.10,680.20,1129.20,1453.20,
Other Income,880.40,784.00,920.00,836.40,867.70,
"P/L Before Int., Excpt. Items & Tax",1603.80,2028.10,1600.20,1965.60,2320.90,
Interest,28.30,21.70,28.20,54.70,8.80,
P/L Before Exceptional Items & Tax,1575.50,2006.40,1572.00,1910.90,2312.10,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1575.50,2006.40,1572.00,1910.90,2312.10,
Tax,283.80,441.60,213.40,475.40,516.50,
P/L After Tax from Ordinary Activities,1291.70,1564.80,1358.60,1435.50,1795.60,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1291.70,1564.80,1358.60,1435.50,1795.60,
Equity Share Capital,151.00,151.00,151.00,151.00,151.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,42.76,51.80,44.97,47.52,59.44,
Diluted EPS,42.76,51.80,44.97,47.52,59.44,
EPS After Extra Ordinary,,,,,,
Basic EPS.,42.76,51.80,44.97,47.52,59.44,
Diluted EPS.,42.76,51.80,44.97,47.52,59.44,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
