0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,
Net Sales/Income from operations,38848.80,36802.00,37202.80,33875.30,36697.50,
Other Operating Income,1825.00,1690.10,--,1656.10,1537.40,
Total Income From Operations,40673.80,38492.10,37202.80,35531.40,38234.90,
EXPENDITURE,,,,,,
Consumption of Raw Materials,14470.90,12991.10,13341.10,12124.00,12104.50,
Purchase of Traded Goods,15471.80,13885.60,13372.50,13704.10,14709.90,
Increase/Decrease in Stocks,-707.40,680.00,32.30,-895.20,474.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,1569.10,1541.50,1468.80,1557.60,1366.20,
depreciat,872.40,805.00,750.90,731.00,729.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,5604.70,4923.60,4571.50,4538.60,4895.30,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3392.30,3665.30,3665.70,3771.30,3956.00,
Other Income,1446.60,985.00,1475.00,975.10,1118.00,
"P/L Before Int., Excpt. Items & Tax",4838.90,4650.30,5140.70,4746.40,5074.00,
Interest,47.20,48.40,40.20,57.30,76.20,
P/L Before Exceptional Items & Tax,4791.70,4601.90,5100.50,4689.10,4997.80,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,4791.70,4601.90,5100.50,4689.10,4997.80,
Tax,1080.60,1076.90,2031.30,1039.20,1120.00,
P/L After Tax from Ordinary Activities,3711.10,3525.00,3069.20,3649.90,3877.80,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,3711.10,3525.00,3069.20,3649.90,3877.80,
Equity Share Capital,157.20,157.20,157.20,157.20,157.20,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,118.04,112.12,97.62,116.09,123.34,
Diluted EPS,118.04,112.12,97.62,116.09,123.34,
EPS After Extra Ordinary,,,,,,
Basic EPS.,118.04,112.12,97.62,116.09,123.34,
Diluted EPS.,118.04,112.12,97.62,116.09,123.34,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
