0,1,2,3,4,5,6
Quarterly Results of Titan Company (in Rs. Cr.),Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,
Net Sales/Income from operations,2748.67,2391.49,3398.39,2654.66,2686.76,
Other Operating Income,--,--,27.78,18.82,21.88,
Total Income From Operations,2748.67,2391.49,3426.17,2673.48,2708.64,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1738.74,1948.65,2042.78,2051.17,1365.97,
Purchase of Traded Goods,186.72,178.07,304.17,176.28,297.71,
Increase/Decrease in Stocks,37.76,-436.07,221.79,-250.05,264.02,
Power & Fuel,--,--,--,--,--,
Employees Cost,178.62,135.17,173.80,180.35,175.97,
depreciat,23.54,22.92,24.82,24.00,22.87,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,102.69,90.98,119.49,89.64,128.92,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,218.37,265.85,255.26,224.30,254.51,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",262.23,185.92,284.06,177.79,198.67,
Other Income,13.25,25.74,16.20,13.80,17.57,
"P/L Before Int., Excpt. Items & Tax",275.48,211.66,300.26,191.59,216.24,
Interest,8.79,10.37,11.37,8.71,11.83,
P/L Before Exceptional Items & Tax,266.69,201.29,288.89,182.88,204.41,
Exceptional Items,-90.56,--,--,--,--,
P/L Before Tax,176.13,201.29,288.89,182.88,204.41,
Tax,46.84,14.41,62.74,36.53,52.96,
P/L After Tax from Ordinary Activities,129.29,186.88,226.15,146.35,151.45,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,129.29,186.88,226.15,146.35,151.45,
Equity Share Capital,88.78,88.78,88.78,88.78,88.78,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,1.46,2.10,2.55,1.65,1.71,
Diluted EPS,1.46,2.10,2.55,1.65,1.71,
EPS After Extra Ordinary,,,,,,
Basic EPS.,1.46,2.10,2.55,1.65,1.71,
Diluted EPS.,1.46,2.10,2.55,1.65,1.71,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,41.68,
Share Holding (%),--,--,--,--,46.90,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,47.10,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,53.10,
