0,1,2,3,4,5,6
Quarterly Results of Titan Company (in Rs. Cr.),Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,
Net Sales/Income from operations,3378.48,3909.94,3429.70,3871.34,2636.44,
Other Operating Income,--,--,--,20.73,15.94,
Total Income From Operations,3378.48,3909.94,3429.70,3892.07,2652.38,
EXPENDITURE,,,,,,
Consumption of Raw Materials,3320.07,2321.35,2638.17,2137.32,1951.13,
Purchase of Traded Goods,578.13,531.53,378.26,281.43,281.46,
Increase/Decrease in Stocks,-1415.22,104.77,-446.35,545.19,-428.99,
Power & Fuel,--,--,--,--,--,
Employees Cost,183.27,181.60,175.50,191.22,181.60,
depreciat,25.38,24.78,22.42,26.92,25.96,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,105.43,105.92,130.33,119.47,98.08,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,186.18,276.00,281.69,243.93,292.75,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",395.24,363.99,249.68,346.59,250.39,
Other Income,44.25,27.59,27.26,12.75,11.71,
"P/L Before Int., Excpt. Items & Tax",439.49,391.58,276.94,359.34,262.10,
Interest,14.34,10.58,8.23,8.40,11.71,
P/L Before Exceptional Items & Tax,425.15,381.00,268.71,350.94,250.39,
Exceptional Items,-0.65,-10.30,-2.23,-0.60,-2.98,
P/L Before Tax,424.50,370.70,266.48,350.34,247.41,
Tax,118.86,103.79,65.77,94.59,66.65,
P/L After Tax from Ordinary Activities,305.64,266.91,200.71,255.75,180.76,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,305.64,266.91,200.71,255.75,180.76,
Equity Share Capital,88.78,88.78,88.78,88.78,88.78,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,3.44,3.01,2.26,2.88,2.04,
Diluted EPS,3.44,3.01,2.26,2.88,2.04,
EPS After Extra Ordinary,,,,,,
Basic EPS.,3.44,3.01,2.26,2.88,2.04,
Diluted EPS.,3.44,3.01,2.26,2.88,2.04,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
