0,1,2,3,4,5,6
Quarterly Results of Titan Company (in Rs. Cr.),Sep '12,Jun '12,Mar '12,Dec '11,Sep '11,
Net Sales/Income from operations,2258.29,2205.65,2281.42,2440.10,2096.34,
Other Operating Income,17.69,0.16,0.35,0.30,0.16,
Total Income From Operations,2275.98,2205.81,2281.77,2440.40,2096.50,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1734.26,1473.19,1666.13,1293.49,1770.77,
Purchase of Traded Goods,401.97,383.15,149.77,308.01,350.53,
Increase/Decrease in Stocks,-501.98,-231.32,-119.62,266.08,-562.28,
Power & Fuel,--,--,--,--,--,
Employees Cost,116.05,103.92,108.82,107.04,98.73,
depreciat,13.03,12.32,12.49,11.92,10.57,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,98.26,103.44,80.04,120.51,90.72,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,178.01,161.31,189.22,132.09,147.64,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",236.38,199.80,194.92,201.26,189.82,
Other Income,23.82,25.02,25.19,24.44,19.98,
"P/L Before Int., Excpt. Items & Tax",260.20,224.82,220.11,225.70,209.80,
Interest,12.14,12.60,13.12,0.96,0.22,
P/L Before Exceptional Items & Tax,248.06,212.22,206.99,224.74,209.58,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,248.06,212.22,206.99,224.74,209.58,
Tax,67.92,56.13,62.71,60.83,56.70,
P/L After Tax from Ordinary Activities,180.14,156.09,144.28,163.91,152.88,
Prior Year Adjustments,--,--,--,--,-4.68,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,180.14,156.09,144.28,163.91,148.20,
Equity Share Capital,88.78,88.78,88.78,88.78,88.78,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,2.03,1.76,1.63,1.85,1.67,
Diluted EPS,2.03,1.76,1.63,1.85,1.67,
EPS After Extra Ordinary,,,,,,
Basic EPS.,2.03,1.76,1.63,1.85,1.67,
Diluted EPS.,2.03,1.76,1.63,1.85,1.67,
Public Share Holding,,,,,,
No Of Shares (Crores),41.68,41.68,41.68,41.32,41.39,
Share Holding (%),46.90,46.90,46.90,46.50,46.60,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,47.10,47.10,47.10,47.46,47.39,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,53.10,53.10,53.10,53.50,53.40,
