0,1,2,3,4,5,6
Quarterly Results of Axis Bank (in Rs. Cr.),Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,22364.46,21256.31,20134.68,18312.41,17091.00,
(b) Income on Investment,5089.40,4799.81,4783.04,4834.90,4584.91,
(c) Int. on balances With RBI,146.48,206.20,299.11,361.31,202.72,
others,360.80,363.86,339.94,461.14,347.80,
Other Income,5554.82,5034.08,5087.27,4895.32,4665.44,
EXPENDITURE,,,,,,
Interest Expended,15428.99,14311.62,13598.00,12227.60,10767.11,
Employees Cost,2711.33,2609.76,2688.48,2163.62,2281.05,
Other Expenses,6234.40,6107.02,5543.20,5306.25,4566.22,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,9141.24,8631.86,8814.36,9167.61,9277.49,
Provisions And Contingencies,1028.34,814.56,1034.88,305.77,1437.73,
Exceptional Items,--,--,--,-12489.82,--,
P/L Before Tax,8112.90,7817.30,7779.48,-3627.98,7839.76,
Tax,2041.80,1953.74,1982.38,2100.44,1986.69,
P/L After Tax from Ordinary Activities,6071.10,5863.56,5797.10,-5728.42,5853.07,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,6071.10,5863.56,5797.10,-5728.42,5853.07,
Equity Share Capital,616.80,616.35,615.95,615.37,614.99,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,19.69,19.03,18.83,-18.62,19.04,
Diluted EPS,19.57,18.92,18.75,-18.62,18.80,
EPS After Extra Ordinary,,,,,,
Basic EPS.,19.69,19.03,18.83,-18.62,19.04,
Diluted EPS.,19.57,18.92,18.75,-18.62,18.80,
NPA Ratios :,,,,,,
i) Gross NPA,15893.01,16756.74,18158.23,18604.23,19961.02,
ii) Net NPA,3526.87,3441.25,3703.56,3558.92,3830.10,
i) % of Gross NPA,1.58,1.73,1.96,2.02,2.38,
ii) % of Net NPA,0.36,0.36,0.41,0.39,0.47,
Return on Assets %,1.75,1.76,1.80,-1.83,1.92,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,202312,202309,202306,202303,202212,
