0,1,2,3,4,5,6
Quarterly Results of Axis Bank (in Rs. Cr.),Jun '11,Mar '11,Dec '10,Sep '10,Jun '10,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,3470.10,3062.64,2600.55,2429.03,2310.89,
(b) Income on Investment,1332.84,1213.06,1166.83,1123.54,935.26,
(c) Int. on balances With RBI,47.91,63.59,48.18,38.37,32.48,
others,30.55,27.37,22.75,33.31,46.96,
Other Income,1167.87,1450.40,1147.71,1033.24,1000.78,
EXPENDITURE,,,,,,
Interest Expended,3157.30,2665.66,2105.19,2009.15,1811.82,
Employees Cost,509.96,396.02,396.16,405.30,416.42,
Other Expenses,823.53,934.57,826.19,756.69,648.08,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,1558.48,1820.81,1658.48,1486.35,1450.05,
Provisions And Contingencies,175.84,254.39,313.88,378.76,333.00,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1382.64,1566.42,1344.60,1107.59,1117.05,
Tax,440.29,546.31,453.24,372.45,375.17,
P/L After Tax from Ordinary Activities,942.35,1020.11,891.36,735.14,741.88,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,942.35,1020.11,891.36,735.14,741.88,
Equity Share Capital,411.88,410.55,409.90,408.84,407.44,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,13.68,14.54,
c) Capital Adequacy Ratio - Basel -II,12.53,12.65,12.46,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,22.92,24.87,21.77,18.01,--,
Diluted EPS,22.67,24.54,21.44,17.72,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,22.92,24.87,21.77,18.01,--,
Diluted EPS.,22.67,24.54,21.44,17.72,--,
NPA Ratios :,,,,,,
i) Gross NPA,1573.13,1599.42,1482.89,1362.36,--,
ii) Net NPA,462.47,410.35,385.54,409.35,--,
i) % of Gross NPA,1.06,1.01,1.09,1.12,--,
ii) % of Net NPA,0.31,0.26,0.29,0.34,--,
Return on Assets %,1.61,1.81,1.75,1.50,--,
Public Share Holding,,,,,,
No Of Shares (Crores),21.78,22.35,21.98,22.00,22.21,
Share Holding (%),52.87,54.08,53.63,53.82,54.51,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,15.30,15.44,15.31,15.33,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,--,
- Per. of shares (as a % of the total Share Cap. of the company).,37.15,37.38,37.35,37.51,--,
yrc,201106,201103,201012,201009,201006,
