0,1,2,3,4,5,6
Quarterly Results of Axis Bank (in Rs. Cr.),Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,5557.25,5394.31,5189.09,4898.77,4906.65,
(b) Income on Investment,2110.41,2142.53,2015.28,2029.73,2014.33,
(c) Int. on balances With RBI,48.77,34.98,34.11,41.65,24.67,
others,72.70,37.17,39.33,77.40,19.28,
Other Income,1644.42,1766.09,1781.31,2007.17,1615.37,
EXPENDITURE,,,,,,
Interest Expended,4805.12,4672.32,4412.60,4382.89,4470.12,
Employees Cost,655.10,643.92,643.08,601.42,615.05,
Other Expenses,1358.30,1309.04,1159.89,1270.71,1133.62,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,2615.03,2749.80,2843.55,2799.70,2361.51,
Provisions And Contingencies,202.49,687.49,712.25,595.35,386.83,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2412.54,2062.31,2131.30,2204.35,1974.68,
Tax,808.43,700.00,722.37,649.20,627.46,
P/L After Tax from Ordinary Activities,1604.11,1362.31,1408.93,1555.15,1347.22,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1604.11,1362.31,1408.93,1555.15,1347.22,
Equity Share Capital,469.25,469.19,468.85,467.95,427.16,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,13.73,
c) Capital Adequacy Ratio - Basel -II,16.02,16.35,16.37,17.00,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,34.19,29.04,30.07,34.39,31.56,
Diluted EPS,34.13,28.97,29.94,34.19,31.42,
EPS After Extra Ordinary,,,,,,
Basic EPS.,34.19,29.04,30.07,34.39,31.56,
Diluted EPS.,34.13,28.97,29.94,34.19,31.42,
NPA Ratios :,,,,,,
i) Gross NPA,3008.20,2734.47,2489.68,2393.42,2275.30,
ii) Net NPA,1003.43,838.27,789.74,704.13,678.70,
i) % of Gross NPA,1.25,1.19,1.10,1.06,1.10,
ii) % of Net NPA,0.42,0.37,0.35,0.32,0.33,
Return on Assets %,1.79,1.58,1.73,1.94,1.71,
Public Share Holding,,,,,,
No Of Shares (Crores),29.20,28.86,27.19,27.12,23.77,
Share Holding (%),62.22,61.52,57.99,57.96,55.64,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,15.90,15.92,15.91,15.85,15.18,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,33.88,33.94,33.92,33.88,35.53,
yrc,201312,201309,201306,201303,201212,
