0,1,2,3,4,5,6
Quarterly Results of Axis Bank (in Rs. Cr.),Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,11881.46,11598.23,11544.26,12188.96,12587.41,
(b) Income on Investment,3428.20,3293.45,3189.83,3101.93,2973.00,
(c) Int. on balances With RBI,259.90,222.39,116.47,259.09,439.93,
others,433.90,431.09,647.79,512.91,538.55,
Other Income,3588.17,4668.30,3776.04,3807.18,2586.68,
EXPENDITURE,,,,,,
Interest Expended,8243.19,7990.18,8125.59,8736.82,9553.58,
Employees Cost,1851.87,1667.60,1677.35,1412.94,1406.12,
Other Expenses,3080.53,3691.03,3375.94,2822.70,2321.47,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,6416.04,6864.65,6095.51,6897.61,5844.40,
Provisions And Contingencies,3532.01,3294.98,4604.28,4580.65,4416.42,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2884.03,3569.67,1491.23,2316.96,1427.98,
Tax,723.88,892.61,374.63,634.29,315.81,
P/L After Tax from Ordinary Activities,2160.15,2677.06,1116.60,1682.67,1112.17,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2160.15,2677.06,1116.60,1682.67,1112.17,
Equity Share Capital,613.05,612.75,612.29,612.03,564.40,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,7.05,8.74,3.65,5.70,3.94,
Diluted EPS,7.03,8.72,3.65,5.69,3.94,
EPS After Extra Ordinary,,,,,,
Basic EPS.,7.05,8.74,3.65,5.70,3.94,
Diluted EPS.,7.03,8.72,3.65,5.69,3.94,
NPA Ratios :,,,,,,
i) Gross NPA,25949.77,25314.84,21997.90,26831.64,29560.15,
ii) Net NPA,7846.48,6993.52,4609.83,6107.88,7447.99,
i) % of Gross NPA,3.85,3.70,3.44,4.18,4.72,
ii) % of Net NPA,1.20,1.05,0.74,0.98,1.23,
Return on Assets %,0.86,1.11,0.48,0.73,0.48,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,202106,202103,202012,202009,202006,
