0,1,2,3,4,5,6
Quarterly Results of Axis Bank (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,7024.65,6501.92,6255.94,6085.31,5809.78,
(b) Income on Investment,2530.18,2279.79,2204.82,2102.30,2074.91,
(c) Int. on balances With RBI,67.08,53.90,54.45,55.83,48.93,
others,75.17,54.13,87.15,45.98,31.61,
Other Income,2687.31,2039.07,1947.61,1691.05,2213.40,
EXPENDITURE,,,,,,
Interest Expended,5897.84,5300.18,5077.51,4978.93,4799.48,
Employees Cost,798.76,778.48,785.98,751.75,659.25,
Other Expenses,1674.91,1535.55,1524.18,1354.13,1472.19,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,4012.88,3314.60,3162.30,2895.66,3247.71,
Provisions And Contingencies,709.82,--,--,386.60,505.23,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,3303.06,3314.60,3162.30,2509.06,2742.48,
Tax,1122.47,507.15,725.04,842.30,900.16,
P/L After Tax from Ordinary Activities,2180.59,2807.45,2437.26,1666.76,1842.32,
Prior Year Adjustments,--,-907.69,-826.55,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2180.59,1899.76,1610.71,1666.76,1842.32,
Equity Share Capital,474.10,472.65,471.93,471.37,469.84,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,16.97,
EPS Before Extra Ordinary,,,,,,
Basic EPS,9.22,8.05,6.83,35.41,39.25,
Diluted EPS,9.13,7.98,6.78,35.30,39.16,
EPS After Extra Ordinary,,,,,,
Basic EPS.,9.22,8.05,6.83,35.41,39.25,
Diluted EPS.,9.13,7.98,6.78,35.30,39.16,
NPA Ratios :,,,,,,
i) Gross NPA,4110.19,3901.59,3613.10,3463.27,3146.41,
ii) Net NPA,1316.71,1250.67,1179.80,1113.54,1024.62,
i) % of Gross NPA,1.34,1.34,1.34,1.34,1.22,
ii) % of Net NPA,0.44,0.44,0.44,0.44,0.40,
Return on Assets %,1.96,1.86,1.69,1.78,2.01,
Public Share Holding,,,,,,
No Of Shares (Crores),162.03,160.82,159.07,31.77,31.57,
Share Holding (%),68.35,68.05,67.41,67.41,67.20,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,66.21,66.74,68.14,13.75,13.88,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,27.93,28.24,28.88,29.17,29.54,
yrc,201503,201412,201409,201406,201403,
