0,1,2,3,4,5,6
Profit & Loss account of Sun Pharmaceutical Industries (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,
,12 mths,12 mths,12 mths,12 mths,12 mths,
INCOME,,,,,,
Revenue From Operations [Gross],1891.16,2833.65,2427.35,1722.13,1353.01,
Less: Excise/Sevice Tax/Other Levies,46.07,59.00,58.84,59.57,61.37,
Revenue From Operations [Net],1845.09,2774.65,2368.51,1662.56,1291.64,
Total Operating Revenues,1845.09,2774.65,2368.51,1662.56,1291.64,
Other Income,765.98,1276.22,914.83,750.26,525.55,
Total Revenue,2611.07,4050.87,3283.34,2412.82,1817.19,
EXPENSES,,,,,,
Cost Of Materials Consumed,788.80,741.66,644.15,537.18,442.11,
Purchase Of Stock-In Trade,137.04,1270.67,957.82,708.44,483.11,
Operating And Direct Expenses,52.90,43.93,35.21,25.08,23.11,
"Changes In Inventories Of FG,WIP And Stock-In Trade",-30.91,-23.78,-17.38,-41.41,-57.23,
Employee Benefit Expenses,174.71,148.31,120.20,98.87,82.01,
Finance Costs,0.44,2.77,5.06,8.80,11.23,
Depreciation And Amortisation Expenses,69.47,58.86,56.11,46.27,40.73,
Other Expenses,471.03,513.04,429.97,389.05,303.44,
Total Expenses,1663.48,2755.46,2231.14,1772.28,1328.51,
"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",947.59,1295.41,1052.20,640.54,488.68,
Exceptional Items,0.00,0.00,0.00,0.00,0.00,
Profit/Loss Before Tax,947.59,1295.41,1052.20,640.54,488.68,
Tax Expenses-Continued Operations,,,,,,
Current Tax,52.60,24.10,33.09,5.63,7.38,
Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
Deferred Tax,-2.09,4.48,3.62,4.88,19.14,
Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
Total Tax Expenses,50.51,30.12,38.16,11.61,27.39,
Profit/Loss After Tax And Before ExtraOrdinary Items,897.08,1265.29,1014.04,628.93,461.29,
Profit/Loss From Continuing Operations,898.65,1276.99,1014.04,628.88,461.29,
Profit/Loss For The Period,898.65,1276.99,1014.04,628.88,461.29,
OTHER ADDITIONAL INFORMATION,,,,,,
EARNINGS PER SHARE,,,,,,
Basic EPS (Rs.),43.39,61.65,48.96,32.52,24.84,
Diluted EPS (Rs.),43.39,61.65,48.96,32.52,24.84,
"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Raw Materials,314.73,276.01,234.89,192.77,174.00,
Indigenous Raw Materials,394.43,386.98,351.41,298.18,231.01,
"STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Stores And Spares,0.33,0.25,0.23,0.09,0.14,
Indigenous Stores And Spares,31.93,27.98,20.26,15.00,11.41,
DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
Equity Share Dividend,284.79,284.79,217.47,130.01,102.30,
Tax On Dividend,47.30,48.40,37.20,18.25,14.36,
Equity Dividend Rate (%),275.00,275.00,210.00,135.00,110.00,
