0,1,2,3,4,5,6
Profit & Loss account of Sun Pharmaceutical Industries (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
,12 mths,12 mths,12 mths,12 mths,12 mths,
INCOME,,,,,,
Revenue From Operations [Gross],11906.74,9783.29,8774.41,7509.67,7262.46,
Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,109.24,130.43,
Revenue From Operations [Net],11906.74,9783.29,8774.41,7400.43,7132.03,
Total Operating Revenues,12531.93,10303.21,9006.25,7683.96,7614.46,
Other Income,1510.92,1271.44,1128.04,515.08,431.82,
Total Revenue,14042.85,11574.65,10134.29,8199.04,8046.28,
EXPENSES,,,,,,
Cost Of Materials Consumed,3201.71,2727.71,2210.12,2228.45,2019.85,
Purchase Of Stock-In Trade,1227.41,1196.85,1201.51,1236.50,1170.00,
Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
"Changes In Inventories Of FG,WIP And Stock-In Trade",138.60,-251.30,159.26,-167.86,-68.48,
Employee Benefit Expenses,1702.77,1571.34,1625.00,1499.88,1480.51,
Finance Costs,408.01,540.92,388.31,223.57,530.64,
Depreciation And Amortisation Expenses,561.56,552.95,487.24,422.28,463.98,
Other Expenses,3549.79,3302.35,2832.10,2773.02,3447.56,
Total Expenses,10789.85,9640.82,8903.54,8215.84,9044.06,
"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",3253.00,1933.83,1230.75,-16.80,-997.78,
Exceptional Items,0.00,-1214.38,-950.50,0.00,-70.13,
Profit/Loss Before Tax,3253.00,719.45,280.25,-16.80,-1067.91,
Tax Expenses-Continued Operations,,,,,,
Current Tax,386.46,1.55,2.02,5.77,5.45,
Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
Deferred Tax,-344.60,-98.70,-27.41,0.27,0.00,
Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
Total Tax Expenses,41.86,-97.15,-25.39,6.04,5.45,
Profit/Loss After Tax And Before ExtraOrdinary Items,3211.14,816.60,305.64,-22.84,-1073.36,
Profit/Loss From Continuing Operations,3211.14,816.60,305.64,-22.84,-1073.36,
Profit/Loss For The Period,3211.14,816.60,305.64,-22.84,-1073.36,
OTHER ADDITIONAL INFORMATION,,,,,,
EARNINGS PER SHARE,,,,,,
Basic EPS (Rs.),13.40,3.40,1.30,-0.10,-4.50,
Diluted EPS (Rs.),13.40,3.40,1.30,-0.10,-4.50,
"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Raw Materials,0.00,0.00,0.00,0.00,823.35,
Indigenous Raw Materials,0.00,0.00,0.00,0.00,1196.50,
"STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Stores And Spares,0.00,0.00,0.00,0.00,77.34,
Indigenous Stores And Spares,0.00,0.00,0.00,0.00,283.04,
DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
Equity Share Dividend,1378.96,479.16,797.74,240.68,240.68,
Tax On Dividend,192.89,0.56,0.34,7.47,7.47,
Equity Dividend Rate (%),400.00,275.00,200.00,350.00,100.00,
