0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Sep '13,Jun '13,Mar '13,Dec '12,Sep '12,
Net Sales/Income from operations,4502.10,4957.54,5389.21,4857.40,4699.57,
Other Operating Income,19.77,22.66,82.83,24.68,27.85,
Total Income From Operations,4521.87,4980.20,5472.04,4882.08,4727.42,
EXPENDITURE,,,,,,
Consumption of Raw Materials,677.50,690.68,761.32,703.66,660.75,
Purchase of Traded Goods,70.30,69.44,62.50,60.34,56.13,
Increase/Decrease in Stocks,8.96,20.16,25.71,-100.08,-65.04,
Power & Fuel,956.62,989.60,1055.94,1082.72,1074.11,
Employees Cost,284.44,250.71,260.91,244.37,239.45,
depreciat,257.25,252.08,245.99,238.82,232.48,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1844.58,1887.85,2023.54,1842.13,1726.78,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",422.22,819.68,1036.13,810.12,802.76,
Other Income,37.61,165.55,100.48,96.47,40.62,
"P/L Before Int., Excpt. Items & Tax",459.83,985.23,1136.61,906.59,843.38,
Interest,88.75,66.03,47.81,52.09,60.00,
P/L Before Exceptional Items & Tax,371.08,919.20,1088.80,854.50,783.38,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,371.08,919.20,1088.80,854.50,783.38,
Tax,106.97,246.60,362.60,253.69,233.35,
P/L After Tax from Ordinary Activities,264.11,672.60,726.20,600.81,550.03,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,264.11,672.60,726.20,600.81,550.03,
Equity Share Capital,274.21,274.18,274.16,274.16,274.10,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,9.63,24.53,26.49,21.92,20.07,
Diluted EPS,9.63,24.52,26.49,21.91,20.06,
EPS After Extra Ordinary,,,,,,
Basic EPS.,9.63,24.53,26.49,21.92,20.07,
Diluted EPS.,9.63,24.52,26.49,21.91,20.06,
Public Share Holding,,,,,,
No Of Shares (Crores),9.92,9.90,9.88,9.87,9.64,
Share Holding (%),36.18,36.09,36.02,36.01,35.18,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,16.99,16.99,17.00,17.00,17.22,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,61.96,61.96,62.01,62.01,62.81,
