0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Jun '12,Mar '12,Dec '11,Sep '11,Jun '11,
Net Sales/Income from operations,5074.76,5336.59,4571.87,3909.75,4365.36,
Other Operating Income,16.10,54.98,78.94,70.87,39.03,
Total Income From Operations,5090.86,5391.57,4650.81,3980.62,4404.39,
EXPENDITURE,,,,,,
Consumption of Raw Materials,666.39,669.83,608.04,541.91,552.62,
Purchase of Traded Goods,56.77,49.84,44.78,45.12,37.61,
Increase/Decrease in Stocks,21.22,49.24,-21.50,79.88,-86.37,
Power & Fuel,1086.17,1190.21,1118.58,954.92,1036.67,
Employees Cost,223.62,219.54,222.62,205.82,184.06,
depreciat,228.08,233.21,223.64,222.75,222.96,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1728.84,1893.84,1634.42,1500.48,1452.67,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1079.77,1085.86,820.23,429.74,1004.17,
Other Income,68.76,145.00,76.47,32.52,26.76,
"P/L Before Int., Excpt. Items & Tax",1148.53,1230.86,896.70,462.26,1030.93,
Interest,49.81,58.56,29.54,67.16,72.62,
P/L Before Exceptional Items & Tax,1098.72,1172.30,867.16,395.10,958.31,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1098.72,1172.30,867.16,395.10,958.31,
Tax,320.33,304.98,250.30,116.20,275.20,
P/L After Tax from Ordinary Activities,778.39,867.32,616.86,278.90,683.11,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,778.39,867.32,616.86,278.90,683.11,
Equity Share Capital,274.08,274.07,274.06,274.05,274.05,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,28.40,31.65,22.51,10.18,24.93,
Diluted EPS,28.39,31.64,22.50,10.17,24.92,
EPS After Extra Ordinary,,,,,,
Basic EPS.,28.40,31.65,22.51,10.18,24.93,
Diluted EPS.,28.39,31.64,22.50,10.17,24.92,
Public Share Holding,,,,,,
No Of Shares (Crores),9.50,9.49,9.49,9.48,9.47,
Share Holding (%),34.65,34.64,34.63,34.59,34.56,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,17.36,17.36,17.36,17.36,17.36,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,63.34,63.34,63.35,63.35,63.35,
