0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Dec '18,Jun '18,Mar '18,Dec '17,Sep '17,
Net Sales/Income from operations,8812.72,8533.77,9002.48,7589.86,6571.31,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,8812.72,8533.77,9002.48,7589.86,6571.31,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1201.75,1172.59,1175.05,1003.31,896.00,
Purchase of Traded Goods,371.28,297.19,294.26,223.21,178.13,
Increase/Decrease in Stocks,-63.05,-105.60,9.31,104.52,-158.80,
Power & Fuel,2028.76,1867.55,1898.02,347.20,1334.78,
Employees Cost,493.05,468.44,419.18,462.84,443.97,
depreciat,511.27,485.98,480.58,1509.34,498.76,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3390.79,3209.84,3503.88,3017.51,2525.93,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",878.87,1137.78,1222.20,921.93,852.54,
Other Income,124.36,73.13,105.92,155.57,168.04,
"P/L Before Int., Excpt. Items & Tax",1003.23,1210.91,1328.12,1077.50,1020.58,
Interest,370.10,335.58,334.76,474.43,375.85,
P/L Before Exceptional Items & Tax,633.13,875.33,993.36,603.07,644.73,
Exceptional Items,--,--,-226.28,--,--,
P/L Before Tax,633.13,875.33,767.08,603.07,644.73,
Tax,184.07,276.94,279.13,181.60,213.49,
P/L After Tax from Ordinary Activities,449.06,598.39,487.95,421.47,431.24,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,449.06,598.39,487.95,421.47,431.24,
Equity Share Capital,274.64,274.62,274.61,274.55,274.53,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,16.35,21.79,17.78,15.36,15.71,
Diluted EPS,16.35,21.79,17.77,15.35,15.70,
EPS After Extra Ordinary,,,,,,
Basic EPS.,16.35,21.79,17.78,15.36,15.71,
Diluted EPS.,16.35,21.79,17.77,15.35,15.70,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
