0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,
Net Sales/Income from operations,5489.77,5381.80,5649.46,5831.87,4786.37,
Other Operating Income,111.67,47.54,42.63,128.01,31.48,
Total Income From Operations,5601.44,5429.34,5692.09,5959.88,4817.85,
EXPENDITURE,,,,,,
Consumption of Raw Materials,838.51,787.42,797.55,822.96,719.81,
Purchase of Traded Goods,97.90,94.48,87.77,91.50,78.13,
Increase/Decrease in Stocks,-60.24,-46.25,-3.52,58.90,18.96,
Power & Fuel,1205.75,1144.86,1207.60,1186.86,1002.34,
Employees Cost,305.63,310.07,275.84,235.21,244.27,
depreciat,278.31,302.36,264.50,278.45,264.48,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2256.56,2261.72,2276.36,2293.41,1958.71,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",679.02,574.68,785.99,992.59,531.15,
Other Income,32.80,74.14,213.11,57.74,68.14,
"P/L Before Int., Excpt. Items & Tax",711.82,648.82,999.10,1050.33,599.29,
Interest,153.98,143.35,100.22,73.94,90.45,
P/L Before Exceptional Items & Tax,557.84,505.47,898.88,976.39,508.84,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,557.84,505.47,898.88,976.39,508.84,
Tax,193.47,95.42,273.31,138.39,139.08,
P/L After Tax from Ordinary Activities,364.37,410.05,625.57,838.00,369.76,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,364.37,410.05,625.57,838.00,369.76,
Equity Share Capital,274.40,274.39,274.36,274.24,274.23,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,13.28,14.95,22.81,30.56,13.49,
Diluted EPS,13.27,14.94,22.80,30.55,13.48,
EPS After Extra Ordinary,,,,,,
Basic EPS.,13.28,14.95,22.81,30.56,13.49,
Diluted EPS.,13.27,14.94,22.80,30.55,13.48,
Public Share Holding,,,,,,
No Of Shares (Crores),10.03,10.03,10.02,10.00,9.94,
Share Holding (%),36.56,36.55,36.53,36.47,36.23,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,16.93,16.93,16.93,16.93,16.99,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,61.69,61.69,61.70,61.73,61.95,
