0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,
Net Sales/Income from operations,13481.98,14715.48,15167.54,12470.62,11548.37,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,13481.98,14715.48,15167.54,12470.62,11548.37,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1937.16,1945.32,1989.14,1646.84,1441.66,
Purchase of Traded Goods,740.09,703.04,736.26,624.10,575.21,
Increase/Decrease in Stocks,-294.75,-89.56,151.90,-38.85,-181.41,
Power & Fuel,3902.57,--,3594.84,--,--,
Employees Cost,644.49,595.36,586.40,599.36,629.47,
depreciat,642.74,628.16,637.39,608.92,612.73,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,4836.45,8631.95,5166.07,7417.70,6483.44,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1073.23,2301.21,2305.54,1612.55,1987.27,
Other Income,164.54,166.13,144.79,108.83,141.80,
"P/L Before Int., Excpt. Items & Tax",1237.77,2467.34,2450.33,1721.38,2129.07,
Interest,186.74,199.69,174.71,165.02,182.75,
P/L Before Exceptional Items & Tax,1051.03,2267.65,2275.62,1556.36,1946.32,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1051.03,2267.65,2275.62,1556.36,1946.32,
Tax,332.66,713.63,-178.27,-75.14,646.23,
P/L After Tax from Ordinary Activities,718.37,1554.02,2453.89,1631.50,1300.09,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,718.37,1554.02,2453.89,1631.50,1300.09,
Equity Share Capital,288.67,288.67,288.67,288.66,288.66,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,24.91,53.88,85.08,56.57,45.08,
Diluted EPS,24.90,53.86,85.04,56.55,45.06,
EPS After Extra Ordinary,,,,,,
Basic EPS.,24.91,53.88,85.08,56.57,45.08,
Diluted EPS.,24.90,53.86,85.04,56.55,45.06,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
