0,1,2,3,4,5,6
Quarterly Results of Axis Bank (in Rs. Cr.),Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,24579.59,24640.75,24261.13,23718.80,23351.15,
(b) Income on Investment,6095.14,5808.83,5443.54,5580.83,5338.37,
(c) Int. on balances With RBI,296.96,292.86,351.07,295.33,256.48,
others,270.82,211.50,364.12,465.77,278.54,
Other Income,6779.52,5972.20,6721.85,5783.49,6765.79,
EXPENDITURE,,,,,,
Interest Expended,17431.97,17348.09,16936.66,16612.50,16135.54,
Employees Cost,2961.54,2984.61,3117.19,3129.45,2923.54,
Other Expenses,6876.15,6059.59,6375.39,5996.03,6395.55,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,10752.37,10533.85,10712.47,10106.24,10535.70,
Provisions And Contingencies,1359.35,2155.63,2204.09,2039.28,1185.31,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,9393.02,8378.22,8508.38,8066.96,9350.39,
Tax,2275.52,2074.45,1590.81,2032.32,2220.72,
P/L After Tax from Ordinary Activities,7117.50,6303.77,6917.57,6034.64,7129.67,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,7117.50,6303.77,6917.57,6034.64,7129.67,
Equity Share Capital,619.47,619.03,618.65,618.05,617.31,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,22.99,20.37,22.37,19.54,23.11,
Diluted EPS,22.87,20.25,22.23,19.40,22.96,
EPS After Extra Ordinary,,,,,,
Basic EPS.,22.99,20.37,22.37,19.54,23.11,
Diluted EPS.,22.87,20.25,22.23,19.40,22.96,
NPA Ratios :,,,,,,
i) Gross NPA,14490.11,15850.27,15466.23,16211.34,15127.12,
ii) Net NPA,3685.45,3774.79,3612.47,3552.98,3247.47,
i) % of Gross NPA,1.28,1.46,1.44,1.54,1.43,
ii) % of Net NPA,0.33,0.35,0.34,0.34,0.31,
Return on Assets %,1.83,1.64,1.84,1.65,2.00,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,202503,202412,202409,202406,202403,
