0,1,2,3,4,5,6
Quarterly Results of Axis Bank (in Rs. Cr.),Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,15257.39,13893.01,13069.35,12679.03,11986.74,
(b) Income on Investment,4477.47,4281.45,3902.30,3766.78,3521.64,
(c) Int. on balances With RBI,142.01,192.97,444.84,418.06,405.35,
others,362.06,362.22,359.75,397.25,422.28,
Other Income,3941.15,2998.96,4223.34,3840.36,3798.38,
EXPENDITURE,,,,,,
Interest Expended,9878.67,9344.64,8957.12,8608.59,8435.71,
Employees Cost,2166.65,2186.09,1886.53,1938.61,1935.54,
Other Expenses,4418.55,4309.88,4689.95,4392.75,3834.97,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,7716.21,5888.00,6465.98,6161.53,5928.17,
Provisions And Contingencies,549.78,359.36,987.23,1334.83,1735.09,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,7166.43,5528.64,5478.75,4826.70,4193.08,
Tax,1836.66,1402.38,1360.98,1212.46,1059.76,
P/L After Tax from Ordinary Activities,5329.77,4126.26,4117.77,3614.24,3133.32,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,5329.77,4126.26,4117.77,3614.24,3133.32,
Equity Share Capital,614.46,614.29,613.95,613.53,613.33,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,17.35,13.43,13.42,11.78,10.22,
Diluted EPS,17.23,13.40,13.38,11.75,10.19,
EPS After Extra Ordinary,,,,,,
Basic EPS.,17.35,13.43,13.42,11.78,10.22,
Diluted EPS.,17.23,13.40,13.38,11.75,10.19,
NPA Ratios :,,,,,,
i) Gross NPA,19893.73,21036.77,21822.32,23301.19,24148.61,
ii) Net NPA,3995.54,4780.62,5512.16,6513.05,7199.97,
i) % of Gross NPA,2.50,2.76,2.82,3.17,3.53,
ii) % of Net NPA,0.51,0.64,0.73,0.91,1.08,
Return on Assets %,1.80,1.44,1.46,1.30,1.19,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,202209,202206,202203,202112,202109,
