0,1,2,3,4,5,6
Key Financial Ratios of Titan Company (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,
Per Share Ratios,,,,,,
Basic EPS (Rs.),56.39,35.81,33.85,21.20,17.41,
Diluted EPS (Rs.),56.39,35.81,33.85,21.20,17.41,
Cash EPS (Rs.),69.93,45.22,40.55,26.97,22.07,
Book Value [ExclRevalReserve]/Share (Rs.),163.19,124.18,98.26,73.77,45.55,
Book Value [InclRevalReserve]/Share (Rs.),163.19,124.18,98.26,73.77,45.55,
Dividend / Share(Rs.),15.00,10.00,8.00,5.00,3.00,
Revenue from Operations/Share (Rs.),1053.05,874.48,687.29,481.08,347.41,
PBDIT/Share (Rs.),91.65,67.98,54.42,41.05,32.20,
PBIT/Share (Rs.),78.11,58.57,47.73,35.28,27.54,
PBT/Share (Rs.),72.39,51.94,43.19,29.66,20.55,
Net Profit/Share (Rs.),56.39,35.81,33.85,21.20,17.41,
Profitability Ratios,,,,,,
PBDIT Margin (%),8.70,7.77,7.91,8.53,9.26,
PBIT Margin (%),7.41,6.69,6.94,7.33,7.92,
PBT Margin (%),6.87,5.93,6.28,6.16,5.91,
Net Profit Margin (%),5.35,4.09,4.92,4.40,5.01,
Return on Networth / Equity (%),34.55,28.83,34.45,28.74,38.22,
Return on Capital Employed (%),30.53,22.85,25.79,20.57,19.95,
Return on Assets (%),11.89,8.86,9.32,7.25,8.26,
Total Debt/Equity (X),0.10,0.32,0.59,0.75,1.39,
Asset Turnover Ratio (%),222.14,216.36,189.41,164.56,164.82,
Liquidity Ratios,,,,,,
Current Ratio (X),1.40,1.35,1.23,1.17,1.24,
Quick Ratio (X),0.36,0.25,0.24,0.36,0.52,
Inventory Turnover Ratio (X),3.49,3.23,2.99,3.15,3.92,
Dividend Payout Ratio (NP) (%),26.59,27.92,23.63,23.57,18.08,
Dividend Payout Ratio (CP) (%),21.45,22.11,19.72,18.53,14.27,
Earnings Retention Ratio (%),73.41,72.08,76.37,76.43,81.92,
Cash Earnings Retention Ratio (%),78.55,77.89,80.28,81.47,85.73,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),8057.70,3582.64,4921.46,3931.64,3799.50,
EV/Net Operating Revenue (X),1.72,0.92,1.61,1.84,2.59,
EV/EBITDA (X),19.81,11.87,20.37,21.58,27.91,
MarketCap/Net Operating Revenue (X),1.75,0.89,1.55,1.75,2.40,
Retention Ratios (%),73.40,72.07,76.36,76.42,81.91,
Price/BV (X),11.28,6.28,10.81,11.41,18.33,
Price/Net Operating Revenue,1.75,0.89,1.55,1.75,2.40,
Earnings Yield,0.03,0.05,0.03,0.03,0.02,
