0,1,2,3,4,5,6
Key Financial Ratios of Titan Company (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
Per Share Ratios,,,,,,
Basic EPS (Rs.),17.09,15.48,13.10,8.58,7.95,
Diluted EPS (Rs.),17.09,15.48,13.10,8.58,7.95,
Cash EPS (Rs.),20.58,17.04,14.33,9.63,9.04,
Book Value [ExclRevalReserve]/Share (Rs.),76.87,69.63,58.50,48.57,39.59,
Book Value [InclRevalReserve]/Share (Rs.),76.87,69.63,58.50,48.57,39.59,
Dividend / Share(Rs.),4.00,5.00,3.75,2.60,2.20,
Revenue from Operations/Share (Rs.),225.38,214.80,175.96,145.26,126.88,
PBDIT/Share (Rs.),28.88,24.56,20.50,14.19,11.37,
PBIT/Share (Rs.),25.39,23.00,19.26,13.14,10.28,
PBT/Share (Rs.),23.71,21.71,17.69,11.64,9.81,
Net Profit/Share (Rs.),17.09,15.48,13.10,8.58,7.95,
Profitability Ratios,,,,,,
PBDIT Margin (%),12.81,11.43,11.64,9.77,8.96,
PBIT Margin (%),11.26,10.70,10.94,9.04,8.10,
PBT Margin (%),10.51,10.10,10.05,8.01,7.72,
Net Profit Margin (%),7.58,7.20,7.44,5.90,6.26,
Return on Networth / Equity (%),22.23,22.23,22.38,17.66,20.08,
Return on Capital Employed (%),28.37,32.40,32.27,26.39,19.49,
Return on Assets (%),11.50,11.98,12.37,9.15,11.06,
Total Debt/Equity (X),0.31,0.37,0.31,0.43,0.03,
Asset Turnover Ratio (%),151.72,166.26,166.24,155.05,176.65,
Liquidity Ratios,,,,,,
Current Ratio (X),1.82,1.76,1.78,1.72,1.86,
Quick Ratio (X),0.34,0.46,0.37,0.48,0.25,
Inventory Turnover Ratio (X),2.59,2.84,2.72,2.68,2.54,
Dividend Payout Ratio (NP) (%),29.24,24.22,19.84,0.00,27.67,
Dividend Payout Ratio (CP) (%),24.29,22.00,18.13,0.00,24.32,
Earnings Retention Ratio (%),70.76,75.78,80.16,0.00,72.33,
Cash Earnings Retention Ratio (%),75.71,78.00,81.87,0.00,75.68,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),84653.30,102273.88,84551.32,42048.56,30080.05,
EV/Net Operating Revenue (X),4.23,5.36,5.41,3.26,2.67,
EV/EBITDA (X),33.01,46.90,46.46,33.37,29.79,
MarketCap/Net Operating Revenue (X),4.14,5.30,5.35,3.18,2.67,
Retention Ratios (%),70.75,75.77,80.15,0.00,72.32,
Price/BV (X),12.14,16.34,16.09,9.50,8.56,
Price/Net Operating Revenue,4.14,5.30,5.35,3.18,2.67,
Earnings Yield,0.02,0.01,0.01,0.02,0.02,
