0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,
Net Sales/Income from operations,671.33,341.24,29.83,222.03,349.08,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,671.33,341.24,29.83,222.03,349.08,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,30.78,30.53,20.91,29.80,32.56,
depreciat,0.79,0.78,0.71,1.07,1.24,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,15.32,13.37,7.02,15.55,16.63,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",624.44,296.56,1.19,175.61,298.65,
Other Income,18.09,15.60,19.32,49.60,18.32,
"P/L Before Int., Excpt. Items & Tax",642.53,312.16,20.51,225.21,316.97,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,642.53,312.16,20.51,225.21,316.97,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,642.53,312.16,20.51,225.21,316.97,
Tax,157.45,79.11,3.64,56.71,78.48,
P/L After Tax from Ordinary Activities,485.08,233.05,16.87,168.50,238.49,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,485.08,233.05,16.87,168.50,238.49,
Equity Share Capital,159.14,79.57,79.57,79.57,79.57,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,3.00,14.60,1.10,10.60,15.00,
Diluted EPS,3.00,14.60,1.10,10.60,15.00,
EPS After Extra Ordinary,,,,,,
Basic EPS.,3.00,14.60,1.10,10.60,15.00,
Diluted EPS.,3.00,14.60,1.10,10.60,15.00,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
