0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,
Net Sales/Income from operations,64.64,70.82,1217.11,909.11,43.63,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,64.64,70.82,1217.11,909.11,43.63,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,33.53,42.25,41.73,40.57,29.25,
depreciat,1.55,0.91,0.91,0.89,0.88,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,27.18,22.68,18.75,18.84,9.84,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2.38,4.98,1155.72,848.81,3.66,
Other Income,9.28,9.57,10.03,8.63,10.64,
"P/L Before Int., Excpt. Items & Tax",11.66,14.55,1165.75,857.44,14.30,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,11.66,14.55,1165.75,857.44,14.30,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,11.66,14.55,1165.75,857.44,14.30,
Tax,4.09,3.86,258.18,224.40,6.48,
P/L After Tax from Ordinary Activities,7.57,10.69,907.57,633.04,7.82,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,7.57,10.69,907.57,633.04,7.82,
Equity Share Capital,159.60,159.53,159.53,159.53,159.41,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,0.05,0.10,5.70,4.00,0.05,
Diluted EPS,--,0.10,5.60,3.90,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,0.05,0.10,5.70,4.00,0.05,
Diluted EPS.,--,0.10,5.60,3.90,--,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
