0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Sep '12,Jun '12,Mar '12,Dec '11,Sep '11,
Net Sales/Income from operations,66.94,25.00,19.98,28.38,61.71,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,66.94,25.00,19.98,28.38,61.71,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,3.70,3.35,2.47,2.20,2.29,
depreciat,0.32,0.32,0.34,0.32,0.31,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,9.16,7.94,5.85,5.98,7.93,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",53.76,13.39,11.32,19.88,51.18,
Other Income,2.42,2.57,2.07,2.42,2.07,
"P/L Before Int., Excpt. Items & Tax",56.18,15.96,13.39,22.30,53.25,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,56.18,15.96,13.39,22.30,53.25,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,56.18,15.96,13.39,22.30,53.25,
Tax,9.21,5.94,5.57,7.83,11.18,
P/L After Tax from Ordinary Activities,46.97,10.02,7.82,14.47,42.07,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,46.97,10.02,7.82,14.47,42.07,
Equity Share Capital,72.34,72.34,72.34,72.34,72.34,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,3.20,0.70,0.50,1.00,2.90,
Diluted EPS,3.20,0.70,0.50,1.00,2.90,
EPS After Extra Ordinary,,,,,,
Basic EPS.,3.20,0.70,0.50,1.00,2.90,
Diluted EPS.,3.20,0.70,0.50,1.00,2.90,
Public Share Holding,,,,,,
No Of Shares (Crores),5.95,5.95,5.94,5.94,6.00,
Share Holding (%),41.12,41.12,41.08,41.08,41.48,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,8.52,8.52,85.18,8.52,8.46,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,58.88,58.88,58.88,58.87,58.46,
