0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Net Sales/Income from operations,76.55,25.61,75.49,22.59,14.79,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,76.55,25.61,75.49,22.59,14.79,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,4.78,4.29,3.76,3.80,4.34,
depreciat,0.40,0.70,0.72,0.72,0.34,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,8.82,8.06,9.20,8.31,6.42,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",62.55,12.56,61.81,9.76,3.69,
Other Income,3.01,2.73,2.73,2.95,3.24,
"P/L Before Int., Excpt. Items & Tax",65.56,15.29,64.54,12.71,6.93,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,65.56,15.29,64.54,12.71,6.93,
Exceptional Items,--,--,--,--,7.24,
P/L Before Tax,65.56,15.29,64.54,12.71,14.17,
Tax,21.76,1.16,4.51,4.74,3.48,
P/L After Tax from Ordinary Activities,43.80,14.13,60.03,7.97,10.69,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,-0.12,
Net Profit/(Loss) For the Period,43.80,14.13,60.03,7.97,10.57,
Equity Share Capital,79.56,79.56,79.56,79.56,79.56,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,2.80,0.90,3.80,0.50,0.70,
Diluted EPS,2.80,0.90,3.80,0.50,0.70,
EPS After Extra Ordinary,,,,,,
Basic EPS.,2.80,0.90,3.80,0.50,0.70,
Diluted EPS.,2.80,0.90,3.80,0.50,0.70,
Public Share Holding,,,,,,
No Of Shares (Crores),6.63,6.52,6.54,6.54,6.54,
Share Holding (%),41.65,40.98,41.11,41.11,41.11,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,9.29,9.39,9.37,9.37,9.37,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,58.35,59.02,58.89,58.89,58.89,
