0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,
Net Sales/Income from operations,22.89,250.70,19.73,25.67,27.63,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,22.89,250.70,19.73,25.67,27.63,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,28.50,27.56,25.66,26.19,22.47,
depreciat,1.20,1.25,1.17,1.13,1.13,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,10.59,8.08,9.76,11.38,11.15,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-17.40,213.81,-16.86,-13.03,-7.12,
Other Income,17.93,17.09,26.94,13.96,10.31,
"P/L Before Int., Excpt. Items & Tax",0.53,230.90,10.08,0.93,3.19,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,0.53,230.90,10.08,0.93,3.19,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,0.53,230.90,10.08,0.93,3.19,
Tax,0.16,62.20,1.68,0.29,2.15,
P/L After Tax from Ordinary Activities,0.37,168.70,8.40,0.64,1.04,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,0.37,168.70,8.40,0.64,1.04,
Equity Share Capital,79.57,79.57,79.57,79.57,79.57,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,0.02,10.60,0.50,0.04,0.10,
Diluted EPS,--,10.60,0.50,--,0.10,
EPS After Extra Ordinary,,,,,,
Basic EPS.,0.02,10.60,0.50,0.04,0.10,
Diluted EPS.,--,10.60,0.50,--,0.10,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
