0,1,2,3,4,5,6
Key Financial Ratios of UltraTech Cement (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,
Per Share Ratios,,,,,,
Basic EPS (Rs.),87.82,78.48,80.94,62.84,18.47,
Diluted EPS (Rs.),87.82,78.48,80.94,62.84,18.47,
Cash EPS (Rs.),118.99,104.43,100.00,81.01,35.84,
Book Value [ExclRevalReserve]/Share (Rs.),370.04,289.21,216.58,141.68,83.45,
Book Value [InclRevalReserve]/Share (Rs.),370.04,289.21,216.58,141.68,83.45,
Dividend / Share(Rs.),6.00,5.00,5.00,4.00,1.75,
Revenue from Operations/Share (Rs.),565.73,512.93,442.80,394.33,265.23,
PBDIT/Share (Rs.),167.82,144.89,146.19,118.83,46.53,
PBIT/Share (Rs.),136.65,118.94,127.13,100.65,29.17,
PBT/Share (Rs.),127.57,109.36,121.05,93.68,21.96,
Net Profit/Share (Rs.),87.82,78.48,80.94,62.84,18.47,
Profitability Ratios,,,,,,
PBDIT Margin (%),29.66,28.24,33.01,30.13,17.54,
PBIT Margin (%),24.15,23.18,28.71,25.52,10.99,
PBT Margin (%),22.55,21.32,27.33,23.75,8.27,
Net Profit Margin (%),15.52,15.30,18.27,15.93,6.96,
Return on Networth / Equity (%),23.73,27.13,37.37,44.35,22.13,
Return on Capital Employed (%),15.56,15.80,21.52,20.09,7.50,
Return on Assets (%),13.06,12.64,16.06,16.75,6.32,
Total Debt/Equity (X),0.35,0.59,0.65,0.90,1.40,
Asset Turnover Ratio (%),84.17,82.64,87.88,105.12,90.83,
Liquidity Ratios,,,,,,
Current Ratio (X),1.09,0.88,0.82,1.24,1.35,
Quick Ratio (X),0.48,0.43,0.44,0.68,0.69,
Inventory Turnover Ratio (X),8.57,9.23,9.04,11.32,8.69,
Dividend Payout Ratio (NP) (%),6.83,6.37,6.17,6.36,9.48,
Dividend Payout Ratio (CP) (%),5.04,4.78,4.99,4.93,4.88,
Earnings Retention Ratio (%),93.17,93.63,93.83,93.64,90.52,
Cash Earnings Retention Ratio (%),94.96,95.22,95.01,95.07,95.12,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),15915.57,8896.54,11348.16,11080.37,9904.79,
EV/Net Operating Revenue (X),2.26,1.39,2.06,2.26,3.00,
EV/EBITDA (X),7.62,4.93,6.24,7.49,17.11,
MarketCap/Net Operating Revenue (X),2.04,1.07,1.76,1.95,2.58,
Retention Ratios (%),93.16,93.62,93.82,93.63,90.51,
Price/BV (X),3.12,1.91,3.60,5.44,8.20,
Price/Net Operating Revenue,2.04,1.07,1.76,1.95,2.58,
Earnings Yield,0.08,0.14,0.10,0.08,0.03,
