0,1,2,3,4,5,6
Key Financial Ratios of UltraTech Cement (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
Per Share Ratios,,,,,,
Basic EPS (Rs.),210.52,239.58,170.53,245.00,185.20,
Diluted EPS (Rs.),210.35,239.40,170.44,244.90,185.13,
Cash EPS (Rs.),337.03,344.05,261.05,329.90,269.41,
Book Value [ExclRevalReserve]/Share (Rs.),2364.50,2047.01,1833.69,1706.82,1501.91,
Book Value [InclRevalReserve]/Share (Rs.),2364.50,2047.01,1833.69,1706.82,1501.91,
Dividend / Share(Rs.),77.50,70.00,38.00,38.00,37.00,
Revenue from Operations/Share (Rs.),2439.76,2377.66,2124.30,1755.07,1496.22,
PBDIT/Share (Rs.),440.80,460.09,367.89,400.05,407.19,
PBIT/Share (Rs.),313.91,355.22,277.16,314.94,322.85,
PBT/Share (Rs.),261.20,322.70,251.01,287.29,273.55,
Net Profit/Share (Rs.),210.15,239.18,170.32,244.80,185.07,
Profitability Ratios,,,,,,
PBDIT Margin (%),18.06,19.35,17.31,22.79,27.21,
PBIT Margin (%),12.86,14.93,13.04,17.94,21.57,
PBT Margin (%),10.70,13.57,11.81,16.36,18.28,
Net Profit Margin (%),8.61,10.05,8.01,13.94,12.36,
Return on Networth / Equity (%),8.88,11.68,9.28,14.34,12.32,
Return on Capital Employed (%),9.89,14.30,12.37,14.78,15.32,
Return on Assets (%),5.10,7.14,5.65,8.76,6.64,
Total Debt/Equity (X),0.28,0.14,0.17,0.20,0.34,
Asset Turnover Ratio (%),0.66,0.75,0.73,0.63,53.70,
Liquidity Ratios,,,,,,
Current Ratio (X),0.71,0.84,0.98,0.99,1.17,
Quick Ratio (X),0.41,0.52,0.71,0.72,0.98,
Inventory Turnover Ratio (X),1.28,1.35,1.51,1.45,11.60,
Dividend Payout Ratio (NP) (%),0.00,15.85,22.22,15.09,7.01,
Dividend Payout Ratio (CP) (%),0.00,11.02,14.49,11.20,4.82,
Earnings Retention Ratio (%),0.00,84.15,77.78,84.91,92.99,
Cash Earnings Retention Ratio (%),0.00,88.98,85.51,88.80,95.18,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),357674.34,288646.68,227715.01,200215.51,207510.32,
EV/Net Operating Revenue (X),4.97,4.21,3.71,3.95,4.80,
EV/EBITDA (X),27.54,21.73,21.44,17.34,17.66,
MarketCap/Net Operating Revenue (X),4.72,4.10,3.59,3.76,4.50,
Retention Ratios (%),0.00,84.14,77.77,84.90,92.98,
Price/BV (X),4.87,4.76,4.16,3.87,4.49,
Price/Net Operating Revenue,4.72,4.10,3.59,3.76,4.50,
Earnings Yield,0.02,0.02,0.02,0.04,0.03,
