0,1,2,3,4,5,6
Key Financial Ratios of UltraTech Cement (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
Per Share Ratios,,,,,,
Basic EPS (Rs.),189.15,84.33,81.27,95.74,86.37,
Diluted EPS (Rs.),189.10,84.31,81.25,95.70,86.32,
Cash EPS (Rs.),274.07,172.36,145.47,141.91,133.63,
Book Value [ExclRevalReserve]/Share (Rs.),1326.83,1016.20,943.99,872.14,788.25,
Book Value [InclRevalReserve]/Share (Rs.),1326.83,1016.20,943.99,872.14,788.25,
Dividend / Share(Rs.),13.00,11.50,10.50,10.00,9.50,
Revenue from Operations/Share (Rs.),1408.35,1456.40,1084.81,870.33,863.93,
PBDIT/Share (Rs.),324.94,275.85,235.90,205.05,186.10,
PBIT/Share (Rs.),239.89,191.33,171.68,158.87,138.84,
PBT/Share (Rs.),180.85,127.16,120.24,137.55,120.20,
Net Profit/Share (Rs.),189.02,87.84,81.25,95.72,86.37,
Profitability Ratios,,,,,,
PBDIT Margin (%),23.07,18.94,21.74,23.56,21.54,
PBIT Margin (%),17.03,13.13,15.82,18.25,16.07,
PBT Margin (%),12.84,8.73,11.08,15.80,13.91,
Net Profit Margin (%),13.42,6.03,7.49,10.99,9.99,
Return on Networth / Equity (%),14.24,8.64,8.60,10.97,10.95,
Return on Capital Employed (%),12.03,9.60,10.88,13.96,8.78,
Return on Assets (%),7.59,3.48,4.10,6.68,6.18,
Total Debt/Equity (X),0.47,0.70,0.64,0.22,0.23,
Asset Turnover Ratio (%),56.60,57.74,54.78,60.82,61.91,
Liquidity Ratios,,,,,,
Current Ratio (X),1.03,0.87,0.96,1.55,0.86,
Quick Ratio (X),0.77,0.61,0.68,1.27,0.66,
Inventory Turnover Ratio (X),10.60,10.56,9.61,10.74,10.41,
Dividend Payout Ratio (NP) (%),6.97,14.40,12.30,9.92,12.37,
Dividend Payout Ratio (CP) (%),4.81,7.34,6.87,6.69,7.99,
Earnings Retention Ratio (%),93.03,85.60,87.70,90.08,87.63,
Cash Earnings Retention Ratio (%),95.19,92.66,93.13,93.31,92.01,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),111717.74,128798.76,124778.78,112526.34,91330.00,
EV/Net Operating Revenue (X),2.75,3.22,4.19,4.71,3.85,
EV/EBITDA (X),11.91,17.00,19.26,19.99,17.88,
MarketCap/Net Operating Revenue (X),2.31,2.75,3.64,4.58,3.74,
Retention Ratios (%),93.02,85.59,87.69,90.07,87.62,
Price/BV (X),2.45,3.94,4.18,4.57,4.09,
Price/Net Operating Revenue,2.31,2.75,3.64,4.58,3.74,
Earnings Yield,0.06,0.02,0.02,0.02,0.03,
