0,1,2,3,4,5,6
Quarterly Results of Wipro (in Rs. Cr.),Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,
Net Sales/Income from operations,12138.70,12002.30,11567.50,11434.00,11072.70,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,12138.70,12002.30,11567.50,11434.00,11072.70,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,213.00,237.80,379.30,449.90,289.10,
Increase/Decrease in Stocks,7.10,-4.10,-37.90,-70.90,50.90,
Power & Fuel,--,--,--,--,--,
Employees Cost,5948.00,5933.50,5767.10,5618.10,5399.70,
depreciat,228.40,241.40,242.70,241.80,262.50,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3321.30,3782.30,3266.90,3333.40,3214.80,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2420.90,1811.40,1949.40,1861.70,1855.70,
Other Income,784.10,452.40,589.70,480.10,639.50,
"P/L Before Int., Excpt. Items & Tax",3205.00,2263.80,2539.10,2341.80,2495.20,
Interest,106.00,97.50,116.70,123.50,46.80,
P/L Before Exceptional Items & Tax,3099.00,2166.30,2422.40,2218.30,2448.40,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,3099.00,2166.30,2422.40,2218.30,2448.40,
Tax,580.60,558.90,500.20,461.10,643.90,
P/L After Tax from Ordinary Activities,2518.40,1607.40,1922.20,1757.20,1804.50,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2518.40,1607.40,1922.20,1757.20,1804.50,
Equity Share Capital,905.00,904.80,904.80,904.80,904.70,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,5.59,3.57,4.27,3.90,3.76,
Diluted EPS,5.58,3.56,4.26,3.89,3.75,
EPS After Extra Ordinary,,,,,,
Basic EPS.,5.59,3.57,4.27,3.90,3.76,
Diluted EPS.,5.58,3.56,4.26,3.89,3.75,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
