0,1,2,3,4,5,6
Quarterly Results of Wipro (in Rs. Cr.),Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,
Net Sales/Income from operations,11587.50,11661.50,11206.90,11036.90,10775.40,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,11587.50,11661.50,11206.90,11036.90,10775.40,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,0.10,
Purchase of Traded Goods,701.80,716.90,643.30,586.10,709.60,
Increase/Decrease in Stocks,-55.90,36.80,-16.40,-84.10,10.80,
Power & Fuel,--,--,--,--,--,
Employees Cost,5527.60,5423.20,5334.00,5327.20,5182.90,
depreciat,241.10,237.60,230.40,207.00,200.40,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3091.60,2940.90,2981.30,2734.20,2547.30,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2081.30,2306.10,2034.30,2266.50,2124.30,
Other Income,643.50,373.10,690.00,688.00,648.10,
"P/L Before Int., Excpt. Items & Tax",2724.80,2679.20,2724.30,2954.50,2772.40,
Interest,129.70,87.40,129.90,188.20,130.60,
P/L Before Exceptional Items & Tax,2595.10,2591.80,2594.40,2766.30,2641.80,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2595.10,2591.80,2594.40,2766.30,2641.80,
Tax,587.40,618.50,583.30,613.20,578.80,
P/L After Tax from Ordinary Activities,2007.70,1973.30,2011.10,2153.10,2063.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2007.70,1973.30,2011.10,2153.10,2063.00,
Equity Share Capital,494.10,494.10,494.10,494.00,493.80,
Reserves Excluding Revaluation Reserves,--,--,34127.90,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,8.17,8.03,8.19,8.77,8.40,
Diluted EPS,8.15,8.01,8.17,8.75,8.38,
EPS After Extra Ordinary,,,,,,
Basic EPS.,8.17,8.03,8.19,8.77,8.40,
Diluted EPS.,8.15,8.01,8.17,8.75,8.38,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,60.89,
Share Holding (%),--,--,--,--,25.15,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,181.20,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,74.85,
