0,1,2,3,4,5,6
Quarterly Results of Wipro (in Rs. Cr.),Sep '12,Jun '12,Mar '12,Dec '11,Sep '11,
Net Sales/Income from operations,9015.80,8786.40,8370.40,8316.50,7804.80,
Other Operating Income,66.20,146.20,250.60,--,--,
Total Income From Operations,9082.00,8932.60,8621.00,8316.50,7804.80,
EXPENDITURE,,,,,,
Consumption of Raw Materials,424.00,423.20,617.10,267.20,231.50,
Purchase of Traded Goods,705.00,747.00,453.80,953.60,844.10,
Increase/Decrease in Stocks,-44.80,-50.50,60.10,-13.30,124.20,
Power & Fuel,--,--,--,--,--,
Employees Cost,3987.80,3918.60,3500.00,3502.10,3269.70,
depreciat,197.20,191.50,193.40,187.50,191.20,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,986.60,858.30,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2041.90,2051.10,2221.70,1029.70,962.60,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1770.90,1651.70,1574.90,1403.10,1323.20,
Other Income,497.10,-5.10,240.50,199.10,206.70,
"P/L Before Int., Excpt. Items & Tax",2268.00,1646.60,1815.40,1602.20,1529.90,
Interest,71.80,111.10,96.40,200.60,229.80,
P/L Before Exceptional Items & Tax,2196.20,1535.50,1719.00,1401.60,1300.10,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2196.20,1535.50,1719.00,1401.60,1300.10,
Tax,476.90,377.50,367.70,337.70,249.50,
P/L After Tax from Ordinary Activities,1719.30,1158.00,1351.30,1063.90,1050.60,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1719.30,1158.00,1351.30,1063.90,1050.60,
Equity Share Capital,492.30,492.00,491.70,491.60,491.50,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,7.01,4.73,5.52,4.34,4.30,
Diluted EPS,7.00,4.72,5.51,4.34,4.29,
EPS After Extra Ordinary,,,,,,
Basic EPS.,7.01,4.73,5.52,4.34,4.30,
Diluted EPS.,7.00,4.72,5.51,4.34,4.29,
Public Share Holding,,,,,,
No Of Shares (Crores),49.16,49.01,48.89,47.06,47.01,
Share Holding (%),19.97,19.92,19.88,19.15,19.13,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,192.79,192.79,192.79,194.57,194.57,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,78.31,78.37,78.41,79.15,79.17,
