0,1,2,3,4,5,6
Quarterly Results of Wipro (in Rs. Cr.),Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,
Net Sales/Income from operations,16315.70,16680.70,17202.80,17477.30,17078.70,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,16315.70,16680.70,17202.80,17477.30,17078.70,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,49.60,74.90,92.00,15.20,110.20,
Increase/Decrease in Stocks,-1.50,14.60,-13.30,63.60,-14.40,
Power & Fuel,--,--,--,--,--,
Employees Cost,9317.50,9642.70,9735.60,9622.10,9376.90,
depreciat,370.00,370.80,376.70,383.90,408.10,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,4167.20,4208.10,4127.90,4932.40,4454.30,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2412.90,2369.60,2883.90,2460.10,2743.60,
Other Income,593.40,684.40,742.10,856.60,657.60,
"P/L Before Int., Excpt. Items & Tax",3006.30,3054.00,3626.00,3316.70,3401.20,
Interest,202.80,205.90,204.90,174.20,174.10,
P/L Before Exceptional Items & Tax,2803.50,2848.10,3421.10,3142.50,3227.10,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2803.50,2848.10,3421.10,3142.50,3227.10,
Tax,780.60,786.80,833.30,878.40,814.00,
P/L After Tax from Ordinary Activities,2022.90,2061.30,2587.80,2264.10,2413.10,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2022.90,2061.30,2587.80,2264.10,2413.10,
Equity Share Capital,1044.80,1044.40,1097.80,1097.60,1097.40,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,3.88,3.94,4.72,4.13,4.40,
Diluted EPS,3.87,3.93,4.62,4.12,4.40,
EPS After Extra Ordinary,,,,,,
Basic EPS.,3.88,3.94,4.72,4.13,4.40,
Diluted EPS.,3.87,3.93,4.62,4.12,4.40,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
