0,1,2,3,4,5,6
Quarterly Results of Wipro (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Net Sales/Income from operations,10617.50,10400.60,10228.30,9963.40,10338.30,
Other Operating Income,34.00,120.60,129.90,140.70,63.50,
Total Income From Operations,10651.50,10521.20,10358.20,10104.10,10401.80,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,0.60,0.90,1.90,2.40,
Purchase of Traded Goods,722.10,636.30,547.60,550.40,724.40,
Increase/Decrease in Stocks,-45.60,-166.20,-36.10,-6.40,51.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,4977.70,4974.60,4997.40,4776.50,4653.80,
depreciat,200.90,200.40,190.10,187.00,194.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2554.00,2699.50,2485.50,2339.80,2237.90,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2242.40,2176.00,2172.80,2254.90,2538.30,
Other Income,578.80,557.60,467.00,470.40,520.20,
"P/L Before Int., Excpt. Items & Tax",2821.20,2733.60,2639.80,2725.30,3058.50,
Interest,86.60,145.00,49.40,81.90,94.30,
P/L Before Exceptional Items & Tax,2734.60,2588.60,2590.40,2643.40,2964.20,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2734.60,2588.60,2590.40,2643.40,2964.20,
Tax,593.00,596.30,598.40,576.20,611.10,
P/L After Tax from Ordinary Activities,2141.60,1992.30,1992.00,2067.20,2353.10,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2141.60,1992.30,1992.00,2067.20,2353.10,
Equity Share Capital,493.70,493.70,493.50,493.40,493.20,
Reserves Excluding Revaluation Reserves,--,28862.70,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,8.72,8.11,8.11,8.42,9.58,
Diluted EPS,8.69,8.07,8.08,8.40,9.56,
EPS After Extra Ordinary,,,,,,
Basic EPS.,8.72,8.11,8.11,8.42,9.58,
Diluted EPS.,8.69,8.07,8.08,8.40,9.56,
Public Share Holding,,,,,,
No Of Shares (Crores),60.86,60.84,60.78,60.74,60.65,
Share Holding (%),25.14,25.14,25.12,25.11,25.08,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,181.20,181.20,181.20,181.20,181.20,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,74.86,74.86,74.88,74.89,74.92,
