0,1,2,3,4,5,6
Quarterly Results of Wipro (in Rs. Cr.),Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,
Net Sales/Income from operations,13990.10,13260.00,12596.10,12250.40,12192.90,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,13990.10,13260.00,12596.10,12250.40,12192.90,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,124.50,170.70,126.50,153.70,137.00,
Increase/Decrease in Stocks,12.40,-5.00,-24.00,20.50,43.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,7392.40,6783.90,6597.90,6661.30,6424.20,
depreciat,355.00,343.30,333.40,350.90,321.70,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,25.50,23.90,23.70,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3537.00,2705.90,2673.40,2709.30,2994.20,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2568.80,3235.70,2865.00,2331.00,2272.80,
Other Income,381.70,533.20,599.00,624.60,626.10,
"P/L Before Int., Excpt. Items & Tax",2950.50,3768.90,3464.00,2955.60,2898.90,
Interest,43.20,87.50,112.50,102.60,100.00,
P/L Before Exceptional Items & Tax,2907.30,3681.40,3351.50,2853.00,2798.90,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2907.30,3681.40,3351.50,2853.00,2798.90,
Tax,1103.20,668.40,740.20,609.00,606.30,
P/L After Tax from Ordinary Activities,1804.10,3013.00,2611.30,2244.00,2192.60,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1804.10,3013.00,2611.30,2244.00,2192.60,
Equity Share Capital,1095.80,1095.80,1143.10,1143.00,1142.90,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,3.30,5.47,4.58,3.94,3.85,
Diluted EPS,3.29,5.45,4.55,3.93,3.84,
EPS After Extra Ordinary,,,,,,
Basic EPS.,3.30,5.50,4.58,3.93,3.84,
Diluted EPS.,3.29,5.45,4.55,3.93,3.84,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
