0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,
Net Sales/Income from operations,343.58,30.59,381.39,24.30,30.95,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,343.58,30.59,381.39,24.30,30.95,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,21.07,21.28,22.34,20.03,23.15,
depreciat,1.09,0.94,0.44,0.43,0.44,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,10.15,11.20,13.94,10.37,11.60,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",311.27,-2.83,344.67,-6.53,-4.24,
Other Income,9.49,8.94,9.63,7.24,7.70,
"P/L Before Int., Excpt. Items & Tax",320.76,6.11,354.30,0.71,3.46,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,320.76,6.11,354.30,0.71,3.46,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,320.76,6.11,354.30,0.71,3.46,
Tax,2.61,2.92,9.27,0.22,1.65,
P/L After Tax from Ordinary Activities,318.15,3.19,345.03,0.49,1.81,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,318.15,3.19,345.03,0.49,1.81,
Equity Share Capital,79.57,79.57,79.57,79.57,79.57,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,20.00,0.20,21.70,--,0.10,
Diluted EPS,20.00,0.20,21.70,--,0.10,
EPS After Extra Ordinary,,,,,,
Basic EPS.,20.00,0.20,21.70,--,0.10,
Diluted EPS.,20.00,0.20,21.70,--,0.10,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
