0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,
Net Sales/Income from operations,40.63,82.52,28.16,94.92,36.72,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,40.63,82.52,28.16,94.92,36.72,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,4.91,3.99,4.22,4.20,4.64,
depreciat,0.36,0.24,0.38,0.39,0.37,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,10.43,6.44,9.09,10.57,12.11,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",24.93,71.85,14.47,79.76,19.60,
Other Income,2.68,2.32,2.27,2.18,2.36,
"P/L Before Int., Excpt. Items & Tax",27.61,74.17,16.74,81.94,21.96,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,27.61,74.17,16.74,81.94,21.96,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,27.61,74.17,16.74,81.94,21.96,
Tax,10.95,6.69,6.54,10.08,8.37,
P/L After Tax from Ordinary Activities,16.66,67.48,10.20,71.86,13.59,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,16.66,67.48,10.20,71.86,13.59,
Equity Share Capital,79.57,79.57,79.57,79.56,79.56,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,1.00,4.20,0.60,4.50,0.90,
Diluted EPS,1.00,4.20,0.60,4.50,0.90,
EPS After Extra Ordinary,,,,,,
Basic EPS.,1.00,4.20,0.60,4.50,0.90,
Diluted EPS.,1.00,4.20,0.60,4.50,0.90,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,6.63,6.63,
Share Holding (%),--,--,--,41.65,41.65,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,9.29,9.29,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,58.35,58.35,
