0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,
Net Sales/Income from operations,28.85,331.91,29.47,29.72,31.88,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,28.85,331.91,29.47,29.72,31.88,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,11.05,10.48,8.85,8.97,6.35,
depreciat,0.38,0.37,0.36,0.35,0.34,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,12.80,26.18,16.91,9.67,11.60,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",4.62,294.88,3.35,10.73,13.59,
Other Income,6.50,7.89,5.29,3.09,3.08,
"P/L Before Int., Excpt. Items & Tax",11.12,302.77,8.64,13.82,16.67,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,11.12,302.77,8.64,13.82,16.67,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,11.12,302.77,8.64,13.82,16.67,
Tax,3.44,11.18,2.55,3.39,5.64,
P/L After Tax from Ordinary Activities,7.68,291.59,6.09,10.43,11.03,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,7.68,291.59,6.09,10.43,11.03,
Equity Share Capital,79.57,79.57,79.57,79.57,79.57,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,0.50,18.30,0.40,0.70,0.70,
Diluted EPS,0.50,18.30,0.40,0.70,0.70,
EPS After Extra Ordinary,,,,,,
Basic EPS.,0.50,18.30,0.40,0.70,0.70,
Diluted EPS.,0.50,18.30,0.40,0.70,0.70,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
