0,1,2,3,4,5,6
Quarterly Results of Bajaj Finserv (in Rs. Cr.),Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,
Net Sales/Income from operations,150.76,27.40,23.88,22.70,66.69,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,150.76,27.40,23.88,22.70,66.69,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,6.08,5.91,5.95,4.72,4.77,
depreciat,0.33,0.34,0.37,0.37,0.36,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,19.26,16.25,8.81,8.14,11.81,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",125.09,4.90,8.75,9.47,49.75,
Other Income,3.31,3.00,2.99,2.68,2.75,
"P/L Before Int., Excpt. Items & Tax",128.40,7.90,11.74,12.15,52.50,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,128.40,7.90,11.74,12.15,52.50,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,128.40,7.90,11.74,12.15,52.50,
Tax,12.42,4.00,5.39,5.83,11.81,
P/L After Tax from Ordinary Activities,115.98,3.90,6.35,6.32,40.69,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,115.98,3.90,6.35,6.32,40.69,
Equity Share Capital,79.57,79.57,79.57,79.57,79.57,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,7.30,0.20,0.40,0.40,2.60,
Diluted EPS,7.30,0.20,0.40,0.40,2.60,
EPS After Extra Ordinary,,,,,,
Basic EPS.,7.30,0.20,0.40,0.40,2.60,
Diluted EPS.,7.30,0.20,0.40,0.40,2.60,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
