0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Sep '07,Jun '07,Mar '07,Dec '06,Sep '06,
Net Sales/Income from operations,541.28,508.81,430.64,417.91,405.99,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,541.28,508.81,430.64,417.91,405.99,
EXPENDITURE,,,,,,
Consumption of Raw Materials,137.86,370.32,335.01,302.01,286.84,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,-5.81,-4.95,-32.03,-12.45,-1.02,
Power & Fuel,--,--,--,--,--,
Employees Cost,34.81,36.28,30.64,31.40,30.98,
depreciat,13.69,13.54,10.21,12.54,11.71,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,395.46,98.03,132.59,110.28,99.81,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-34.73,-4.41,-45.78,-25.87,-22.33,
Other Income,232.81,238.79,203.10,194.79,185.66,
"P/L Before Int., Excpt. Items & Tax",198.08,234.38,157.32,168.92,163.33,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,198.08,234.38,157.32,168.92,163.33,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,198.08,234.38,157.32,168.92,163.33,
Tax,3.25,8.99,1.65,3.79,3.22,
P/L After Tax from Ordinary Activities,194.83,225.39,155.67,165.13,160.11,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,194.83,225.39,155.67,165.13,160.11,
Equity Share Capital,99.59,98.55,96.70,95.03,93.33,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,9.78,11.44,8.05,8.69,8.58,
Diluted EPS,--,--,--,--,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,9.78,11.44,8.05,8.69,8.58,
Diluted EPS.,--,--,--,--,--,
Public Share Holding,,,,,,
No Of Shares (Crores),6.71,6.50,6.13,5.78,5.43,
Share Holding (%),33.69,32.97,31.69,30.40,29.08,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
