0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Mar '00,Dec '99,Sep '99,Jun '99,Mar '99,
Net Sales/Income from operations,128.04,112.35,112.88,102.93,111.85,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,128.04,112.35,112.88,102.93,111.85,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,--,--,--,--,--,
depreciat,3.47,3.03,3.02,2.70,2.49,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,101.30,86.52,85.55,78.22,86.67,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",23.27,22.80,24.31,22.01,22.69,
Other Income,1.32,1.07,0.58,0.37,1.33,
"P/L Before Int., Excpt. Items & Tax",24.59,23.87,24.89,22.38,24.02,
Interest,-0.59,-0.51,0.64,--,2.17,
P/L Before Exceptional Items & Tax,25.18,24.38,24.25,22.38,21.85,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,25.18,24.38,24.25,22.38,21.85,
Tax,1.23,1.49,1.46,2.35,0.72,
P/L After Tax from Ordinary Activities,23.95,22.89,22.79,20.03,21.13,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,-1.82,
Net Profit/(Loss) For the Period,23.95,22.89,22.79,20.03,19.31,
Equity Share Capital,15.42,15.42,15.42,15.42,15.42,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,15.53,14.84,14.78,12.99,12.52,
Diluted EPS,--,--,--,--,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,15.53,14.84,14.78,12.99,12.52,
Diluted EPS.,--,--,--,--,--,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
